Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
18,Raiders,26,Titans,22,Sebastian Kris,1
18,Raiders,26,Titans,22,Albert Hopoate,1
18,Raiders,26,Titans,22,Jarrod Croker captain,0
18,Raiders,26,Titans,22,Matthew Timoko,1
18,Raiders,26,Titans,22,Jordan Rapana,0
18,Raiders,26,Titans,22,Jack Wighton,0
18,Raiders,26,Titans,22,Jamal Fogarty,0
18,Raiders,26,Titans,22,Joseph Tapine,0
18,Raiders,26,Titans,22,Zac Woolford,0
18,Raiders,26,Titans,22,Ata Mariota,0
18,Raiders,26,Titans,22,Hudson Young,1
18,Raiders,26,Titans,22,Elliott Whitehead,0
18,Raiders,26,Titans,22,Corey Horsburgh,0
18,Raiders,26,Titans,22,AJ Brimson,0
18,Raiders,26,Titans,22,Alofiana Khan-Pereira,1
18,Raiders,26,Titans,22,Brian Kelly,0
18,Raiders,26,Titans,22,Aaron Schoupp,0
18,Raiders,26,Titans,22,Jojo Fifita,0
18,Raiders,26,Titans,22,Kieran Foran,0
18,Raiders,26,Titans,22,Tanah Boyd,0
18,Raiders,26,Titans,22,Moeaki Fotuaika,0
18,Raiders,26,Titans,22,Sam Verrills,0
18,Raiders,26,Titans,22,Tino Fa'asuamaleaui captain,0
18,Raiders,26,Titans,22,David Fifita,1
18,Raiders,26,Titans,22,Joe Stimson,0
18,Raiders,26,Titans,22,Isaac Liu,0
