Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Tyrell Sloan,1,Fullback,80,0,0,0,0,0,0.0,0,0,12,11,34,12,13,0,0,1,0,2,0,0,3.7,2,0,0,0,1,13,28,1.18,57.14,4,3,0,0,1,2,37,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,80,0
Mathew Feagai,2,Winger,80,4,1,0,0,0,0.0,0,0,19,13,78,15,21,0,0,0,0,1,0,0,3.63,2,20,0,0,0,2,16,0.15,71.43,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Mosese Suli,3,Centre,80,4,1,0,0,0,0.0,0,0,38,13,197,97,46,1,0,0,0,1,1,0,3.96,0,0,0,0,0,1,14,0.08,90.0,9,1,0,0,2,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,80,0
Zac Lomax,4,Centre,80,8,0,3,4,1,80.0,0,0,43,15,103,0,24,1,0,0,0,2,0,0,3.33,1,6,0,0,0,11,24,0.73,94.44,17,1,0,0,0,2,69,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,80,0
Mikaele Ravalawa,5,Winger,80,0,0,0,0,0,0.0,0,0,36,18,157,80,56,0,0,0,0,3,0,0,3.89,0,0,0,0,0,0,19,0.0,100.0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Talatau Amone,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,30,9,74,0,9,1,1,0,0,3,0,0,3.5,1,7,0,2,6,30,36,3.33,75.0,9,3,0,0,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,80,0
Ben Hunt,7,Halfback,80,4,1,0,0,0,0.0,0,0,78,14,107,0,6,1,2,1,0,6,0,0,5.68,0,0,0,2,7,42,64,3.0,88.89,16,2,0,0,0,15,418,1,6,2,0,0,1,1,2,2,0,0,0,0,0,0,0,80,0
Jack De Belin,8,Prop,80,0,0,0,0,0,0.0,0,0,74,20,150,0,39,0,0,0,0,1,14,0,2.93,0,0,0,1,1,15,29,0.75,95.83,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Jacob Liddle,9,Hooker,54,0,0,0,0,0,0.0,0,0,34,4,37,0,9,0,0,0,0,0,2,0,3.71,2,26,0,0,4,73,76,18.25,86.49,32,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19
Blake Lawrie,10,Prop,36,0,0,0,0,0,0.0,0,0,40,10,70,0,19,0,0,0,0,1,10,0,3.75,0,0,0,1,0,1,11,0.1,87.88,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11
Jaydn Su'a,12,2nd Row,80,4,1,0,0,0,0.0,0,0,61,16,146,0,49,1,0,0,0,5,14,0,3.85,0,0,0,0,0,6,20,0.38,90.0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Jayden Sullivan,14,Interchange,26,0,0,0,0,0,0.0,0,0,16,2,16,0,1,0,0,0,0,0,1,0,3.64,0,0,0,0,2,38,39,19.0,89.47,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,20
Toby Couchman,15,Interchange,36,0,0,0,0,0,0.0,0,0,25,5,31,0,9,0,0,0,0,0,5,0,4.3,0,0,0,0,0,0,5,0.0,95.65,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
