Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
15,Dragons,36,Rabbitohs,30,Tyrell Sloan,0
15,Dragons,36,Rabbitohs,30,Mathew Feagai,0
15,Dragons,36,Rabbitohs,30,Mosese Suli,0
15,Dragons,36,Rabbitohs,30,Zac Lomax,0
15,Dragons,36,Rabbitohs,30,Mikaele Ravalawa,1
15,Dragons,36,Rabbitohs,30,Jayden Sullivan,0
15,Dragons,36,Rabbitohs,30,Ben Hunt captain,0
15,Dragons,36,Rabbitohs,30,Francis Molo,0
15,Dragons,36,Rabbitohs,30,Jacob Liddle,1
15,Dragons,36,Rabbitohs,30,Michael Molo,1
15,Dragons,36,Rabbitohs,30,Jaydn Su'a,1
15,Dragons,36,Rabbitohs,30,Ben Murdoch-Masila,0
15,Dragons,36,Rabbitohs,30,Jaiyden Hunt,0
15,Dragons,36,Rabbitohs,30,Blake Taaffe,0
15,Dragons,36,Rabbitohs,30,Alex Johnston,0
15,Dragons,36,Rabbitohs,30,Isaiah Tass,1
15,Dragons,36,Rabbitohs,30,Campbell Graham,1
15,Dragons,36,Rabbitohs,30,Richard Kennar,1
15,Dragons,36,Rabbitohs,30,Dean Hawkins,0
15,Dragons,36,Rabbitohs,30,Lachlan Ilias,1
15,Dragons,36,Rabbitohs,30,Tevita Tatola,0
15,Dragons,36,Rabbitohs,30,Damien Cook captain,0
15,Dragons,36,Rabbitohs,30,Hame Sele,0
15,Dragons,36,Rabbitohs,30,Keaon Koloamatangi,1
15,Dragons,36,Rabbitohs,30,Jacob Host,1
15,Dragons,36,Rabbitohs,30,Michael Chee Kam,0
