Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
14,Titans,28,Rabbitohs,46,Keano Kini,0
14,Titans,28,Rabbitohs,46,Alofiana Khan-Pereira,1
14,Titans,28,Rabbitohs,46,Phillip Sami,0
14,Titans,28,Rabbitohs,46,Aaron Schoupp,0
14,Titans,28,Rabbitohs,46,Jojo Fifita,1
14,Titans,28,Rabbitohs,46,Jayden Campbell,0
14,Titans,28,Rabbitohs,46,Tanah Boyd,0
14,Titans,28,Rabbitohs,46,Moeaki Fotuaika,0
14,Titans,28,Rabbitohs,46,Chris Randall,1
14,Titans,28,Rabbitohs,46,Iszac Fa'asuamaleaui,0
14,Titans,28,Rabbitohs,46,Joe Stimson,0
14,Titans,28,Rabbitohs,46,Klese Haas,0
14,Titans,28,Rabbitohs,46,Isaac Liu,0
14,Titans,28,Rabbitohs,46,Blake Taaffe,0
14,Titans,28,Rabbitohs,46,Alex Johnston,3
14,Titans,28,Rabbitohs,46,Isaiah Tass,0
14,Titans,28,Rabbitohs,46,Campbell Graham,1
14,Titans,28,Rabbitohs,46,Richard Kennar,1
14,Titans,28,Rabbitohs,46,Cody Walker,1
14,Titans,28,Rabbitohs,46,Lachlan Ilias,0
14,Titans,28,Rabbitohs,46,Tevita Tatola,0
14,Titans,28,Rabbitohs,46,Damien Cook,0
14,Titans,28,Rabbitohs,46,Hame Sele,1
14,Titans,28,Rabbitohs,46,Keaon Koloamatangi,1
14,Titans,28,Rabbitohs,46,Jacob Host,0
14,Titans,28,Rabbitohs,46,Jai Arrow,0
