,Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries,isHomePlayer,OppoentTotalTackles,OpponentTeamTackleEfficiency,OpponentTotalMissedTackles,OpponentTotalIneffectiveTakcles,Position,MinsPlayed,Points,TotalPoints,AllRuns,All RunMetres,Post ContactMetres,LineBreaks,TackleBreaks,Average Play The BallSpeed,Receipts,Home_All_Runs,Home_All_Run_Meters,Home_Post_Contact_Meters,Home_Line_Breaks,Home_Tackle_Breaks,Home_Average_Distance,Home_Kick_Return_Meters,Home_Average_Ball_Play_Speed,Away_All_Runs,Away_All_Run_Meters,Away_Post_Contact_Meters,Away_Line_Breaks,Away_Tackle_Breaks,Away_Average_Distance,Away_Kick_Return_Meters,Away_Average_Ball_Play_Speed,Home_Effective_Tackles %,Home_Tackles_Made,Home_Missed_Tackles,Home_Ineffective_Tackles,Away_Effective_Tackles %,Away_Tackles_Made,Away_Missed_Tackles,Away_Ineffective_Tackles,Home_Errors,Home_Penalties,Home_Ruck_Infrigments,Home_Inside_10M,Away_Errors,Away_Penalties,Away_Ruck_infrigments,Away_Inside_10M,Home_Offloads,Home_Receipts,Home_Total_Passes,Home_Dummy_Passes,Away_Offloads,Away_Receipts,Away_Total_Passes,Away_Dummy_Passes,Home_Possesion,Home_Time_Possesion,Home_Completion_Rate,Away_Possesion,Away_Time_Possesion,Away_Completion_Rate
0,1.0,Eels,12.0,Storm,16.0,Clinton Gutherson captain,0.0,1.0,333.0,1003.1299999999999,33.0,27.0,Winger,84.0,0.0,32.0,13.0,97.0,27.0,1.0,1.0,3.0,18.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
1,1.0,Eels,12.0,Storm,16.0,Maika Sivo,0.0,1.0,333.0,1003.1299999999999,33.0,27.0,Winger,84.0,0.0,32.0,13.0,97.0,27.0,1.0,1.0,3.0,18.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
2,1.0,Eels,12.0,Storm,16.0,Will Penisini,1.0,1.0,333.0,1003.1299999999999,33.0,27.0,Centre,73.0,4.0,49.0,13.0,128.0,43.0,1.0,3.0,3.52,13.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
3,1.0,Eels,12.0,Storm,16.0,Waqa Blake,0.0,1.0,333.0,1003.1299999999999,33.0,27.0,Centre,84.0,0.0,24.0,16.0,103.0,38.0,0.0,3.0,3.66,20.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
4,1.0,Eels,12.0,Storm,16.0,Isaac Lumelume,0.0,1.0,333.0,1003.1299999999999,33.0,27.0,Centre,84.0,0.0,24.0,16.0,103.0,38.0,0.0,3.0,3.66,20.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
5,1.0,Eels,12.0,Storm,16.0,Dylan Brown,0.0,1.0,333.0,1003.1299999999999,33.0,27.0,Five-Eighth,84.0,0.0,33.0,14.0,113.0,34.0,0.0,5.0,4.1,55.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
6,1.0,Eels,12.0,Storm,16.0,Mitchell Moses,0.0,1.0,333.0,1003.1299999999999,33.0,27.0,Halfback,84.0,4.0,53.0,6.0,28.0,6.0,0.0,1.0,3.96,51.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
7,1.0,Eels,12.0,Storm,16.0,Reagan Campbell-Gillard,0.0,1.0,333.0,1003.1299999999999,33.0,27.0,Prop,59.0,0.0,52.0,22.0,199.0,65.0,0.0,2.0,4.13,24.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
8,1.0,Eels,12.0,Storm,16.0,Josh Hodgson,0.0,1.0,333.0,1003.1299999999999,33.0,27.0,Hooker,84.0,0.0,45.0,1.0,2.0,0.0,0.0,0.0,11.12,134.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
9,1.0,Eels,12.0,Storm,16.0,Junior Paulo,1.0,1.0,333.0,1003.1299999999999,33.0,27.0,Prop,68.0,4.0,74.0,20.0,208.0,86.0,1.0,6.0,3.89,24.0,210.0,"1,701",581.0,3.0,37.0,37.81,126.0,3.82,200.0,"1,949",524.0,5.0,30.0,40.61,277.0,2.98,85.53,337.0,30.0,27.0,85.41,404.0,37.0,32.0,12.0,6.0,2.0,0.0,11.0,6.0,1.0,1.0,16.0,482.0,255.0,9.0,13.0,391.0,195.0,9.0,47.0,29.0,79.0,53.0,32.0,80.0
