,Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries,isHomePlayer,OppoentTotalTackles,OpponentTeamTackleEfficiency,OpponentTotalMissedTackles,OpponentTotalIneffectiveTakcles,Position,MinsPlayed,Points,TotalPoints,AllRuns,All RunMetres,Post ContactMetres,LineBreaks,TackleBreaks,Average Play The BallSpeed,Receipts,Home_All_Runs,Home_All_Run_Meters,Home_Post_Contact_Meters,Home_Line_Breaks,Home_Tackle_Breaks,Home_Average_Distance,Home_Kick_Return_Meters,Home_Average_Ball_Play_Speed,Away_All_Runs,Away_All_Run_Meters,Away_Post_Contact_Meters,Away_Line_Breaks,Away_Tackle_Breaks,Away_Average_Distance,Away_Kick_Return_Meters,Away_Average_Ball_Play_Speed,Home_Effective_Tackles %,Home_Tackles_Made,Home_Missed_Tackles,Home_Ineffective_Tackles,Away_Effective_Tackles %,Away_Tackles_Made,Away_Missed_Tackles,Away_Ineffective_Tackles,Home_Errors,Home_Penalties,Home_Ruck_Infrigments,Home_Inside_10M,Away_Errors,Away_Penalties,Away_Ruck_infrigments,Away_Inside_10M,Home_Offloads,Home_Receipts,Home_Total_Passes,Home_Dummy_Passes,Away_Offloads,Away_Receipts,Away_Total_Passes,Away_Dummy_Passes,Home_Possesion,Home_Time_Possesion,Home_Completion_Rate,Away_Possesion,Away_Time_Possesion,Away_Completion_Rate
0,17.0,Dragons,18.0,Warriors,48.0,Tyrell Sloan,1.0,1.0,239.0,1074.4,21.0,11.0,Fullback,80.0,4.0,40.0,10.0,116.0,12.0,2.0,7.0,4.04,24.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
1,17.0,Dragons,18.0,Warriors,48.0,Mathew Feagai,0.0,1.0,239.0,1074.4,21.0,11.0,Winger,80.0,0.0,3.0,7.0,35.0,10.0,0.0,1.0,4.06,12.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
2,17.0,Dragons,18.0,Warriors,48.0,Mosese Suli,0.0,1.0,239.0,1074.4,21.0,11.0,Centre,43.0,0.0,7.0,6.0,52.0,21.0,0.0,0.0,3.94,9.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
3,17.0,Dragons,18.0,Warriors,48.0,Zac Lomax,0.0,1.0,239.0,1074.4,21.0,11.0,Centre,80.0,6.0,39.0,13.0,93.0,34.0,0.0,2.0,3.19,16.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
4,17.0,Dragons,18.0,Warriors,48.0,Mikaele Ravalawa,0.0,1.0,239.0,1074.4,21.0,11.0,Winger,80.0,0.0,8.0,13.0,87.0,22.0,0.0,2.0,4.1,15.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
5,17.0,Dragons,18.0,Warriors,48.0,Jayden Sullivan,0.0,1.0,239.0,1074.4,21.0,11.0,Five-Eighth,80.0,0.0,48.0,9.0,60.0,10.0,0.0,4.0,3.89,52.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
6,17.0,Dragons,18.0,Warriors,48.0,Ben Hunt captain,0.0,1.0,239.0,1074.4,21.0,11.0,Five-Eighth,80.0,0.0,48.0,9.0,60.0,10.0,0.0,4.0,3.89,52.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
7,17.0,Dragons,18.0,Warriors,48.0,Francis Molo,1.0,1.0,239.0,1074.4,21.0,11.0,Prop,44.0,4.0,43.0,13.0,112.0,46.0,0.0,0.0,4.14,14.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
8,17.0,Dragons,18.0,Warriors,48.0,Jacob Liddle,0.0,1.0,239.0,1074.4,21.0,11.0,Hooker,57.0,0.0,46.0,5.0,31.0,3.0,0.0,0.0,3.3,77.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
9,17.0,Dragons,18.0,Warriors,48.0,Blake Lawrie,0.0,1.0,239.0,1074.4,21.0,11.0,Prop,52.0,0.0,49.0,12.0,98.0,23.0,0.0,0.0,4.21,12.0,162.0,"1,243",343.0,3.0,27.0,33.59,57.0,3.86,200.0,"1,780",462.0,10.0,32.0,44.52,214.0,3.7,86.21,350.0,32.0,24.0,87.87,297.0,27.0,14.0,14.0,2.0,1.0,0.0,12.0,4.0,3.0,1.0,7.0,364.0,209.0,23.0,14.0,455.0,254.0,14.0,55.0,27:46,72%,45.0,22:37,70.0
