Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
16,Knights,16,Roosters,18,Kalyn Ponga captain,0
16,Knights,16,Roosters,18,Dominic Young,2
16,Knights,16,Roosters,18,Dane Gagai,0
16,Knights,16,Roosters,18,Bradman Best,1
16,Knights,16,Roosters,18,Enari Tuala,0
16,Knights,16,Roosters,18,Tyson Gamble,0
16,Knights,16,Roosters,18,Jackson Hastings,0
16,Knights,16,Roosters,18,Leo Thompson,0
16,Knights,16,Roosters,18,Phoenix Crossland,0
16,Knights,16,Roosters,18,Jacob Saifiti,0
16,Knights,16,Roosters,18,Dylan Lucas,0
16,Knights,16,Roosters,18,Lachlan Fitzgibbon,0
16,Knights,16,Roosters,18,Adam Elliott,0
16,Knights,16,Roosters,18,Joseph Manu,1
16,Knights,16,Roosters,18,Daniel Tupou,1
16,Knights,16,Roosters,18,Corey Allan,0
16,Knights,16,Roosters,18,Billy Smith,0
16,Knights,16,Roosters,18,Fetalaiga Pauga,0
16,Knights,16,Roosters,18,Luke Keary captain,0
16,Knights,16,Roosters,18,Sandon Smith,0
16,Knights,16,Roosters,18,Jared Waerea-Hargreaves,0
16,Knights,16,Roosters,18,Jake Turpin,0
16,Knights,16,Roosters,18,Nat Butcher,1
16,Knights,16,Roosters,18,Egan Butcher,0
16,Knights,16,Roosters,18,Sitili Tupouniua,0
16,Knights,16,Roosters,18,Naufahu Whyte,0
