,Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries,isHomePlayer,OppoentTotalTackles,OpponentTeamTackleEfficiency,OpponentTotalMissedTackles,OpponentTotalIneffectiveTakcles,Position,MinsPlayed,Points,TotalPoints,AllRuns,All RunMetres,Post ContactMetres,LineBreaks,TackleBreaks,Average Play The BallSpeed,Receipts,Home_All_Runs,Home_All_Run_Meters,Home_Post_Contact_Meters,Home_Line_Breaks,Home_Tackle_Breaks,Home_Average_Distance,Home_Kick_Return_Meters,Home_Average_Ball_Play_Speed,Away_All_Runs,Away_All_Run_Meters,Away_Post_Contact_Meters,Away_Line_Breaks,Away_Tackle_Breaks,Away_Average_Distance,Away_Kick_Return_Meters,Away_Average_Ball_Play_Speed,Home_Effective_Tackles %,Home_Tackles_Made,Home_Missed_Tackles,Home_Ineffective_Tackles,Away_Effective_Tackles %,Away_Tackles_Made,Away_Missed_Tackles,Away_Ineffective_Tackles,Home_Errors,Home_Penalties,Home_Ruck_Infrigments,Home_Inside_10M,Away_Errors,Away_Penalties,Away_Ruck_infrigments,Away_Inside_10M,Home_Offloads,Home_Receipts,Home_Total_Passes,Home_Dummy_Passes,Away_Offloads,Away_Receipts,Away_Total_Passes,Away_Dummy_Passes,Home_Possesion,Home_Time_Possesion,Home_Completion_Rate,Away_Possesion,Away_Time_Possesion,Away_Completion_Rate
0,19.0,Rabbitohs,32.0,Bulldogs,36.0,Blake Taaffe,2.0,1.0,275.0,1061.6499999999999,30.0,7.0,Fullback,80.0,14.0,65.0,10.0,142.0,7.0,3.0,5.0,3.82,25.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
1,19.0,Rabbitohs,32.0,Bulldogs,36.0,Alex Johnston,0.0,1.0,275.0,1061.6499999999999,30.0,7.0,Winger,80.0,0.0,14.0,7.0,45.0,9.0,0.0,1.0,3.67,9.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
2,19.0,Rabbitohs,32.0,Bulldogs,36.0,Isaiah Tass,0.0,1.0,275.0,1061.6499999999999,30.0,7.0,Centre,80.0,0.0,33.0,9.0,63.0,22.0,0.0,2.0,4.06,9.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
3,19.0,Rabbitohs,32.0,Bulldogs,36.0,Richard Kennar,0.0,1.0,275.0,1061.6499999999999,30.0,7.0,Centre,80.0,0.0,33.0,9.0,63.0,22.0,0.0,2.0,4.06,9.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
4,19.0,Rabbitohs,32.0,Bulldogs,36.0,Tyrone Munro,2.0,1.0,275.0,1061.6499999999999,30.0,7.0,Winger,80.0,8.0,50.0,9.0,129.0,12.0,3.0,3.0,3.38,18.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
5,19.0,Rabbitohs,32.0,Bulldogs,36.0,Dean Hawkins,0.0,1.0,275.0,1061.6499999999999,30.0,7.0,Five-Eighth,80.0,2.0,28.0,10.0,77.0,19.0,0.0,2.0,3.46,35.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
6,19.0,Rabbitohs,32.0,Bulldogs,36.0,Lachlan Ilias,0.0,1.0,275.0,1061.6499999999999,30.0,7.0,Halfback,80.0,0.0,46.0,10.0,74.0,6.0,0.0,4.0,2.15,58.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
7,19.0,Rabbitohs,32.0,Bulldogs,36.0,Tevita Tatola,0.0,1.0,275.0,1061.6499999999999,30.0,7.0,Prop,54.0,0.0,40.0,15.0,165.0,69.0,0.0,0.0,3.5,17.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
8,19.0,Rabbitohs,32.0,Bulldogs,36.0,Siliva Havili,0.0,1.0,275.0,1061.6499999999999,30.0,7.0,Hooker,54.0,0.0,55.0,12.0,139.0,69.0,0.0,2.0,2.81,31.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
9,19.0,Rabbitohs,32.0,Bulldogs,36.0,Thomas Burgess captain,0.0,1.0,275.0,1061.6499999999999,30.0,7.0,Hooker,54.0,0.0,55.0,12.0,139.0,69.0,0.0,2.0,2.81,31.0,163.0,"1,635",477.0,8.0,35.0,41.94,162.0,3.29,184.0,"1,802",497.0,9.0,40.0,45.07,189.0,3.93,81.32,296.0,40.0,28.0,88.17,328.0,35.0,9.0,12.0,6.0,2.0,1.0,12.0,3.0,0.0,2.0,5.0,388.0,215.0,14.0,17.0,374.0,198.0,11.0,51.0,25:52,72%,49.0,24:07,71.0
