Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
10,Wests Tigers,18,Dragons,16,Jahream Bula,0
10,Wests Tigers,18,Dragons,16,David Nofoaluma,1
10,Wests Tigers,18,Dragons,16,Starford To'a,1
10,Wests Tigers,18,Dragons,16,Tommy Talau,0
10,Wests Tigers,18,Dragons,16,Junior Tupou,1
10,Wests Tigers,18,Dragons,16,Brandon Wakeham,0
10,Wests Tigers,18,Dragons,16,Luke Brooks,0
10,Wests Tigers,18,Dragons,16,Stefano Utoikamanu,0
10,Wests Tigers,18,Dragons,16,Apisai Koroisau captain,0
10,Wests Tigers,18,Dragons,16,David Klemmer,0
10,Wests Tigers,18,Dragons,16,Isaiah Papali'i,0
10,Wests Tigers,18,Dragons,16,Asu Kepaoa,0
10,Wests Tigers,18,Dragons,16,Fonua Pole,0
10,Wests Tigers,18,Dragons,16,Tyrell Sloan,0
10,Wests Tigers,18,Dragons,16,Mathew Feagai,0
10,Wests Tigers,18,Dragons,16,Mosese Suli,0
10,Wests Tigers,18,Dragons,16,Max Feagai,0
10,Wests Tigers,18,Dragons,16,Mikaele Ravalawa,1
10,Wests Tigers,18,Dragons,16,Talatau Amone,0
10,Wests Tigers,18,Dragons,16,Ben Hunt captain,0
10,Wests Tigers,18,Dragons,16,Jack De Belin,0
10,Wests Tigers,18,Dragons,16,Moses Mbye,0
10,Wests Tigers,18,Dragons,16,Blake Lawrie,0
10,Wests Tigers,18,Dragons,16,Billy Burns,0
10,Wests Tigers,18,Dragons,16,Jaydn Su'a,0
10,Wests Tigers,18,Dragons,16,Jack Bird,0
