Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
19,Eels,10,Warriors,46,Sean Russell,0
19,Eels,10,Warriors,46,Maika Sivo,0
19,Eels,10,Warriors,46,Will Penisini,0
19,Eels,10,Warriors,46,Bailey Simonsson,1
19,Eels,10,Warriors,46,Isaac Lumelume,0
19,Eels,10,Warriors,46,Ryan Matterson,0
19,Eels,10,Warriors,46,Daejarn Asi,0
19,Eels,10,Warriors,46,Ofahiki Ogden,0
19,Eels,10,Warriors,46,Brendan Hands,0
19,Eels,10,Warriors,46,Junior Paulo captain,0
19,Eels,10,Warriors,46,Bryce Cartwright,0
19,Eels,10,Warriors,46,Andrew Davey,0
19,Eels,10,Warriors,46,J'maine Hopgood,0
19,Eels,10,Warriors,46,Charnze Nicoll-Klokstad,0
19,Eels,10,Warriors,46,Dallin Watene-Zelezniak,1
19,Eels,10,Warriors,46,Rocco Berry,0
19,Eels,10,Warriors,46,Adam Pompey,0
19,Eels,10,Warriors,46,Marcelo Montoya,2
19,Eels,10,Warriors,46,Luke Metcalf,2
19,Eels,10,Warriors,46,Shaun Johnson,0
19,Eels,10,Warriors,46,Addin Fonua-Blake,0
19,Eels,10,Warriors,46,Wayde Egan,0
19,Eels,10,Warriors,46,Bunty Afoa,0
19,Eels,10,Warriors,46,Jackson Ford,0
19,Eels,10,Warriors,46,Mitchell Barnett,2
19,Eels,10,Warriors,46,Tohu Harris captain,0
