Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
20,Sea Eagles,8,Cowboys,19,Reuben Garrick,0
20,Sea Eagles,8,Cowboys,19,Jason Saab,0
20,Sea Eagles,8,Cowboys,19,Brad Parker,1
20,Sea Eagles,8,Cowboys,19,Tolutau Koula,0
20,Sea Eagles,8,Cowboys,19,Christian Tuipulotu,0
20,Sea Eagles,8,Cowboys,19,Joshua Schuster,0
20,Sea Eagles,8,Cowboys,19,Daly Cherry-Evans captain,0
20,Sea Eagles,8,Cowboys,19,Taniela Paseka,0
20,Sea Eagles,8,Cowboys,19,Lachlan Croker,0
20,Sea Eagles,8,Cowboys,19,Josh Aloiai,0
20,Sea Eagles,8,Cowboys,19,Haumole Olakau'atu,0
20,Sea Eagles,8,Cowboys,19,Kelma Tuilagi,0
20,Sea Eagles,8,Cowboys,19,Jake Trbojevic,0
20,Sea Eagles,8,Cowboys,19,Scott Drinkwater,1
20,Sea Eagles,8,Cowboys,19,Semi Valemei,0
20,Sea Eagles,8,Cowboys,19,Valentine Holmes,0
20,Sea Eagles,8,Cowboys,19,Peta Hiku,0
20,Sea Eagles,8,Cowboys,19,Murray Taulagi,0
20,Sea Eagles,8,Cowboys,19,Tom Dearden,0
20,Sea Eagles,8,Cowboys,19,Chad Townsend captain,0
20,Sea Eagles,8,Cowboys,19,Jordan McLean,0
20,Sea Eagles,8,Cowboys,19,Reece Robson,0
20,Sea Eagles,8,Cowboys,19,Coen Hess,0
20,Sea Eagles,8,Cowboys,19,Luciano Leilua,0
20,Sea Eagles,8,Cowboys,19,Jeremiah Nanai,1
20,Sea Eagles,8,Cowboys,19,Jake Granville,0
