Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Jahream Bula,1,Fullback,80,0,0,0,0,0,0.0,0,0,46,19,180,51,52,0,1,1,0,6,2,0,3.02,1,8,0,0,0,9,30,0.47,66.67,6,2,1,0,2,1,17,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
David Nofoaluma,2,Winger,80,4,1,0,0,0,0.0,0,0,69,17,151,0,31,2,0,1,0,7,0,0,3.42,0,0,0,3,0,5,22,0.29,88.89,8,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Starford To'a,3,Centre,80,4,1,0,0,0,0.0,0,0,26,9,87,0,20,0,1,0,0,2,0,0,3.47,0,0,0,0,0,6,12,0.67,66.67,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Tommy Talau,4,Centre,80,0,0,0,0,0,0.0,0,0,16,12,103,0,27,0,0,0,0,2,0,0,3.48,0,0,0,0,0,4,14,0.33,76.92,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0
Junior Tupou,5,Winger,80,4,1,0,0,0,0.0,0,0,42,15,124,71,32,1,0,0,0,7,2,0,3.57,0,0,0,0,0,3,21,0.2,50.0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Brandon Wakeham,6,Five-Eighth,80,6,0,2,3,1,75.0,0,0,52,11,66,0,8,0,0,0,0,1,0,0,3.28,0,0,0,0,0,28,38,2.55,87.5,28,3,1,0,0,9,209,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,80,0
Luke Brooks,7,Halfback,80,0,0,0,0,0,0.0,0,0,49,14,116,2,23,1,0,1,0,2,0,0,3.21,0,0,0,1,4,36,60,2.57,76.92,20,5,1,0,0,13,395,0,3,0,0,0,3,0,1,1,0,0,0,0,0,0,0,80,0
Stefano Utoikamanu,8,Prop,43,0,0,0,0,0,0.0,0,0,32,13,116,15,38,0,0,0,0,2,12,0,2.97,0,0,0,0,0,1,14,0.08,92.59,25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,22
Apisai Koroisau,9,Hooker,68,0,0,0,0,0,0.0,0,0,25,8,60,0,20,0,0,0,0,1,0,0,3.31,8,60,0,0,6,114,119,14.25,86.11,31,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,49,17
David Klemmer,10,Prop,50,0,0,0,0,0,0.0,0,0,51,19,173,16,54,0,0,0,0,1,18,0,2.94,0,0,0,2,0,0,19,0.0,100.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22
Isaiah Papali'i,11,2nd Row,80,0,0,0,0,0,0.0,0,0,52,11,117,0,46,0,0,0,0,5,11,0,3.64,0,0,0,1,0,4,15,0.36,89.19,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Fonua Pole,13,Lock,45,0,0,0,0,0,0.0,0,0,32,11,97,0,33,0,0,0,0,3,11,0,3.2,0,0,0,0,0,1,13,0.09,90.91,20,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,23
Jake Simpkin,14,Interchange,12,0,0,0,0,0,0.0,0,0,9,2,12,0,3,0,0,0,0,0,0,0,2.92,2,12,0,0,2,16,17,8.0,100.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
