Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Charnze Nicoll-Klokstad,1,Fullback,80,0,0,0,0,0,0.0,0,0,37,26,210,49,59,0,0,0,0,4,2,0,3.71,0,0,0,0,2,10,34,0.38,85.71,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Dallin Watene-Zelezniak,2,Winger,80,4,1,0,0,0,0.0,0,0,28,17,152,18,53,0,0,0,0,4,0,0,3.21,0,0,0,0,0,3,20,0.18,16.67,1,5,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Rocco Berry,3,Centre,80,0,0,0,0,0,0.0,0,0,19,8,65,0,24,0,0,0,0,3,1,0,3.63,0,0,0,0,0,6,13,0.75,80.95,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Adam Pompey,4,Centre,80,0,0,0,0,0,0.0,0,0,27,11,160,0,48,0,1,0,0,3,0,0,3.94,0,0,0,1,0,7,16,0.64,61.11,11,6,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Marcelo Montoya,5,Winger,80,0,0,0,0,0,0.0,0,0,37,17,185,77,34,2,0,0,0,4,1,0,3.78,0,0,0,0,0,2,20,0.12,50.0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Ronald Volkman,6,Five-Eighth,76,4,1,0,0,0,0.0,0,0,28,8,50,24,10,0,0,0,0,2,0,0,3.89,0,0,0,1,1,14,27,1.75,76.0,19,5,1,0,0,4,89,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,75,0
Shaun Johnson,7,Halfback,80,8,0,4,4,0,100.0,0,0,71,7,37,6,7,0,0,2,0,2,0,0,4.92,0,0,0,0,1,36,62,5.14,83.33,20,2,2,0,1,24,771,2,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,80,0
Addin Fonua-Blake,8,Prop,51,4,1,0,0,0,0.0,0,0,61,12,162,0,78,1,0,0,0,3,12,0,2.86,0,0,0,1,0,2,14,0.17,88.89,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,21
Wayde Egan,9,Interchange,37,0,0,0,0,0,0.0,0,0,17,4,20,0,8,0,0,0,0,0,1,0,4.64,3,18,0,0,2,47,50,11.75,77.78,21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
Bunty Afoa,10,Prop,29,0,0,0,0,0,0.0,0,0,28,7,57,13,26,0,0,0,0,0,6,0,4.17,0,0,0,0,0,0,7,0.0,91.3,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8
Josh Curran,11,2nd Row,80,4,1,0,0,0,0.0,0,0,57,11,91,4,38,0,0,0,0,3,10,0,3.77,0,0,0,2,0,0,13,0.0,83.02,44,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Marata Niukore,12,2nd Row,59,0,0,0,0,0,0.0,0,0,29,11,89,0,34,0,0,0,0,0,11,0,3.54,0,0,0,1,0,1,12,0.09,85.19,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4
Tohu Harris,13,Lock,80,0,0,0,0,0,0.0,0,0,65,20,162,0,54,0,0,0,0,2,15,0,3.49,0,0,0,0,4,12,27,0.6,88.89,48,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,80,0
