Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
17,Dragons,18,Warriors,48,Tyrell Sloan,1
17,Dragons,18,Warriors,48,Mathew Feagai,0
17,Dragons,18,Warriors,48,Mosese Suli,0
17,Dragons,18,Warriors,48,Zac Lomax,0
17,Dragons,18,Warriors,48,Mikaele Ravalawa,0
17,Dragons,18,Warriors,48,Jayden Sullivan,0
17,Dragons,18,Warriors,48,Ben Hunt captain,0
17,Dragons,18,Warriors,48,Francis Molo,1
17,Dragons,18,Warriors,48,Jacob Liddle,0
17,Dragons,18,Warriors,48,Blake Lawrie,0
17,Dragons,18,Warriors,48,Jack Bird,0
17,Dragons,18,Warriors,48,Jaydn Su'a,0
17,Dragons,18,Warriors,48,Jack De Belin,0
17,Dragons,18,Warriors,48,Charnze Nicoll-Klokstad,0
17,Dragons,18,Warriors,48,Dallin Watene-Zelezniak,4
17,Dragons,18,Warriors,48,Rocco Berry,1
17,Dragons,18,Warriors,48,Adam Pompey,0
17,Dragons,18,Warriors,48,Marcelo Montoya,1
17,Dragons,18,Warriors,48,Luke Metcalf,0
17,Dragons,18,Warriors,48,Shaun Johnson,1
17,Dragons,18,Warriors,48,Addin Fonua-Blake,0
17,Dragons,18,Warriors,48,Wayde Egan,0
17,Dragons,18,Warriors,48,Bunty Afoa,0
17,Dragons,18,Warriors,48,Jackson Ford,1
17,Dragons,18,Warriors,48,Marata Niukore,0
17,Dragons,18,Warriors,48,Tohu Harris captain,0
