Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Nick Meaney,1,Fullback,80,8,0,2,4,2,66.67,0,0,30,13,140,53,44,0,0,0,0,2,0,0,3.08,2,20,0,1,1,13,30,1.0,66.67,2,0,1,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,80,0
Will Warbrick,2,Winger,80,8,2,0,0,0,0.0,0,0,44,16,141,30,36,1,0,0,0,2,1,0,3.79,0,0,0,1,0,1,17,0.06,71.43,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Reimis Smith,3,Centre,80,0,0,0,0,0,0.0,0,0,27,9,84,0,37,0,1,1,0,2,1,0,3.61,1,10,0,0,1,3,13,0.33,81.25,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,80,0
Justin Olam,4,Centre,80,4,1,0,0,0,0.0,0,0,29,12,98,0,30,0,0,0,0,3,2,0,3.57,0,0,0,1,0,2,17,0.17,84.62,11,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,80,0
Xavier Coates,5,Winger,80,0,0,0,0,0,0.0,0,0,7,11,108,15,36,0,0,0,0,0,3,0,3.41,0,0,0,0,0,1,17,0.09,100.0,3,0,0,0,0,2,5,0,0,2,0,0,0,0,1,3,0,2,0,0,0,0,0,80,0
Cameron Munster,6,Five-Eighth,80,4,1,0,0,0,0.0,0,0,52,12,104,0,29,2,0,0,0,1,0,0,3.95,0,0,0,1,5,35,61,2.92,76.47,26,7,1,0,0,16,397,1,13,0,0,0,0,0,1,0,0,1,1,0,0,0,0,80,0
Jahrome Hughes,7,Halfback,80,0,0,0,0,0,0.0,0,0,59,14,143,0,29,1,0,2,0,5,0,0,3.5,2,22,0,0,3,35,53,2.5,94.12,16,0,1,0,1,7,192,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,80,0
Nelson Asofa-Solomona,8,Interchange,23,0,0,0,0,0,0.0,0,0,13,6,55,0,25,0,0,0,0,0,6,0,3.81,0,0,0,0,1,1,7,0.17,85.71,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Harry Grant,9,Hooker,80,0,0,0,0,0,0.0,0,0,55,12,110,0,22,0,1,1,0,0,3,0,4.15,8,82,0,2,0,127,130,10.58,87.5,42,5,1,0,0,1,38,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,80,0
Christian Welch,10,Prop,52,0,0,0,0,0,0.0,0,0,41,15,150,27,47,0,0,0,0,2,13,0,3.74,0,0,0,0,3,4,19,0.27,86.49,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,31
Trent Loiero,11,2nd Row,80,0,0,0,0,0,0.0,0,0,47,10,83,2,28,0,0,0,0,2,9,0,3.95,0,0,0,0,0,2,12,0.2,85.42,41,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Eliesa Katoa,12,2nd Row,80,0,0,0,0,0,0.0,0,0,55,20,172,0,76,0,0,0,0,1,19,0,4.35,0,0,0,2,0,1,20,0.05,93.75,30,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Josh King,13,Lock,64,0,0,0,0,0,0.0,0,0,48,13,138,12,47,0,1,0,0,1,12,0,3.83,0,0,0,1,0,5,18,0.38,86.67,39,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,0
