Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
2,Dragons,32,Titans,18,Tyrell Sloan,1
2,Dragons,32,Titans,18,Mathew Feagai,0
2,Dragons,32,Titans,18,Mosese Suli,0
2,Dragons,32,Titans,18,Zac Lomax,0
2,Dragons,32,Titans,18,Mikaele Ravalawa,1
2,Dragons,32,Titans,18,Jayden Sullivan,0
2,Dragons,32,Titans,18,Ben Hunt captain,0
2,Dragons,32,Titans,18,Francis Molo,0
2,Dragons,32,Titans,18,Moses Mbye,0
2,Dragons,32,Titans,18,Blake Lawrie,1
2,Dragons,32,Titans,18,Ben Murdoch-Masila,0
2,Dragons,32,Titans,18,Jaydn Su'a,0
2,Dragons,32,Titans,18,Jack Bird,0
2,Dragons,32,Titans,18,AJ Brimson,0
2,Dragons,32,Titans,18,Alofiana Khan-Pereira,1
2,Dragons,32,Titans,18,Aaron Schoupp,0
2,Dragons,32,Titans,18,Phillip Sami,0
2,Dragons,32,Titans,18,Jojo Fifita,0
2,Dragons,32,Titans,18,Kieran Foran,0
2,Dragons,32,Titans,18,Tanah Boyd,0
2,Dragons,32,Titans,18,Tino Fa'asuamaleaui captain,0
2,Dragons,32,Titans,18,Sam Verrills,1
2,Dragons,32,Titans,18,Erin Clark,0
2,Dragons,32,Titans,18,David Fifita,0
2,Dragons,32,Titans,18,Joe Stimson,0
2,Dragons,32,Titans,18,Isaac Liu,0
