Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
1,Sharks,18,Rabbitohs,27,William Kennedy,0
1,Sharks,18,Rabbitohs,27,Sione Katoa,1
1,Sharks,18,Rabbitohs,27,Jesse Ramien,0
1,Sharks,18,Rabbitohs,27,Siosifa Talakai,0
1,Sharks,18,Rabbitohs,27,Ronaldo Mulitalo,0
1,Sharks,18,Rabbitohs,27,Matt Moylan,0
1,Sharks,18,Rabbitohs,27,Braydon Trindall,1
1,Sharks,18,Rabbitohs,27,Toby Rudolf,0
1,Sharks,18,Rabbitohs,27,Blayke Brailey,0
1,Sharks,18,Rabbitohs,27,Braden Hamlin-Uele,0
1,Sharks,18,Rabbitohs,27,Briton Nikora,0
1,Sharks,18,Rabbitohs,27,Teig Wilton,1
1,Sharks,18,Rabbitohs,27,Dale Finucane captain,0
1,Sharks,18,Rabbitohs,27,Latrell Mitchell,0
1,Sharks,18,Rabbitohs,27,Alex Johnston,0
1,Sharks,18,Rabbitohs,27,Isaiah Tass,0
1,Sharks,18,Rabbitohs,27,Campbell Graham,2
1,Sharks,18,Rabbitohs,27,Izaac Tu’itupou Thompson,0
1,Sharks,18,Rabbitohs,27,Cody Walker,0
1,Sharks,18,Rabbitohs,27,Lachlan Ilias,1
1,Sharks,18,Rabbitohs,27,Tevita Tatola,0
1,Sharks,18,Rabbitohs,27,Damien Cook,0
1,Sharks,18,Rabbitohs,27,Davvy Moale,0
1,Sharks,18,Rabbitohs,27,Keaon Koloamatangi,1
1,Sharks,18,Rabbitohs,27,Michael Chee Kam,0
1,Sharks,18,Rabbitohs,27,Cameron Murray captain,0
