Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
19,Dragons,26,Raiders,36,Paul Turner,0
19,Dragons,26,Raiders,36,Mathew Feagai,0
19,Dragons,26,Raiders,36,Mosese Suli,0
19,Dragons,26,Raiders,36,Zac Lomax,2
19,Dragons,26,Raiders,36,Mikaele Ravalawa,3
19,Dragons,26,Raiders,36,Talatau Amone,0
19,Dragons,26,Raiders,36,Jayden Sullivan,0
19,Dragons,26,Raiders,36,Francis Molo,0
19,Dragons,26,Raiders,36,Jacob Liddle,0
19,Dragons,26,Raiders,36,Blake Lawrie captain,0
19,Dragons,26,Raiders,36,Ben Murdoch-Masila,0
19,Dragons,26,Raiders,36,Billy Burns,0
19,Dragons,26,Raiders,36,Jack De Belin,0
19,Dragons,26,Raiders,36,Sebastian Kris,1
19,Dragons,26,Raiders,36,Albert Hopoate,0
19,Dragons,26,Raiders,36,Jarrod Croker captain,0
19,Dragons,26,Raiders,36,Matthew Timoko,2
19,Dragons,26,Raiders,36,Jordan Rapana,1
19,Dragons,26,Raiders,36,Jack Wighton,0
19,Dragons,26,Raiders,36,Jamal Fogarty,0
19,Dragons,26,Raiders,36,Joseph Tapine,1
19,Dragons,26,Raiders,36,Zac Woolford,0
19,Dragons,26,Raiders,36,Ata Mariota,0
19,Dragons,26,Raiders,36,Hudson Young,0
19,Dragons,26,Raiders,36,Elliott Whitehead,0
19,Dragons,26,Raiders,36,Matt Frawley,0
