Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
William Kennedy,1,Fullback,80,0,0,0,0,0,0.0,0,0,33,13,125,55,39,0,2,1,0,4,1,0,3.06,0,0,0,0,1,9,23,0.69,77.78,7,2,0,0,3,3,26,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Sione Katoa,2,Winger,80,4,1,0,0,0,0.0,0,0,36,13,130,14,36,1,0,0,0,2,1,0,3.74,0,0,0,0,0,2,15,0.15,100.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Jesse Ramien,3,Centre,80,0,0,0,0,0,0.0,0,0,31,17,173,0,60,0,0,0,0,1,1,0,2.93,0,0,0,2,1,3,19,0.18,76.92,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Siosifa Talakai,4,Centre,80,0,0,0,0,0,0.0,0,0,23,19,201,0,91,0,0,0,0,3,2,0,2.84,0,0,0,0,0,2,19,0.11,50.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Ronaldo Mulitalo,5,Winger,80,0,0,0,0,0,0.0,0,0,15,5,43,13,17,1,0,0,0,2,0,0,3.63,0,0,0,0,0,7,12,1.4,37.5,3,3,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Matt Moylan,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,15,9,66,0,12,0,1,1,0,0,0,0,3.54,0,0,0,0,0,26,36,2.89,68.0,17,7,1,0,0,5,96,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Braydon Trindall,7,Halfback,80,10,1,3,3,0,100.0,0,0,33,4,23,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,34,46,8.5,73.33,11,4,0,0,0,13,420,0,3,2,1,0,1,0,2,1,0,0,0,0,0,0,0,80,0
Toby Rudolf,8,Prop,50,0,0,0,0,0,0.0,0,0,49,13,165,0,74,0,0,0,0,3,13,0,2.97,0,0,0,0,0,1,14,0.08,83.67,41,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,26,22
Blayke Brailey,9,Hooker,80,0,0,0,0,0,0.0,0,0,49,4,31,0,2,0,0,0,0,0,1,0,4.3,3,24,0,1,0,109,113,27.25,94.34,50,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Braden Hamlin-Uele,10,Prop,36,0,0,0,0,0,0.0,0,0,40,9,117,21,43,1,0,0,0,3,8,0,2.97,0,0,0,0,0,0,9,0.0,88.46,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,18
Briton Nikora,11,2nd Row,80,0,0,0,0,0,0.0,0,0,39,11,108,0,39,0,0,0,0,1,10,0,3.17,0,0,0,1,0,1,15,0.09,89.47,34,4,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,80,0
Teig Wilton,12,2nd Row,80,4,1,0,0,0,0.0,0,0,45,12,113,0,31,0,0,0,0,0,12,0,3.81,0,0,0,1,0,3,19,0.25,79.17,38,8,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Dale Finucane,13,Lock,42,0,0,0,0,0,0.0,0,0,40,10,109,0,33,0,0,0,0,0,8,0,2.53,0,0,0,0,1,5,13,0.5,91.89,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13
