Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
1,Dolphins,28,Roosters,18,Hamiso Tabuai-Fidow,1
1,Dolphins,28,Roosters,18,Jamayne Isaako,2
1,Dolphins,28,Roosters,18,Euan Aitken,0
1,Dolphins,28,Roosters,18,Brenko Lee,0
1,Dolphins,28,Roosters,18,Tesi Niu,0
1,Dolphins,28,Roosters,18,Isaiya Katoa,0
1,Dolphins,28,Roosters,18,Sean O'Sullivan,0
1,Dolphins,28,Roosters,18,Jesse Bromwich captain,0
1,Dolphins,28,Roosters,18,Jeremy Marshall-King,0
1,Dolphins,28,Roosters,18,Jarrod Wallace,0
1,Dolphins,28,Roosters,18,Felise Kaufusi,0
1,Dolphins,28,Roosters,18,Kenneath Bromwich,0
1,Dolphins,28,Roosters,18,Tom Gilbert,0
1,Dolphins,28,Roosters,18,James Tedesco captain,0
1,Dolphins,28,Roosters,18,Daniel Tupou,1
1,Dolphins,28,Roosters,18,Joseph-Aukuso Suaalii,1
1,Dolphins,28,Roosters,18,Drew Hutchison,0
1,Dolphins,28,Roosters,18,Jaxson Paulo,0
1,Dolphins,28,Roosters,18,Luke Keary,0
1,Dolphins,28,Roosters,18,Sam Walker,0
1,Dolphins,28,Roosters,18,Lindsay Collins,0
1,Dolphins,28,Roosters,18,Brandon Smith,0
1,Dolphins,28,Roosters,18,Matthew Lodge,0
1,Dolphins,28,Roosters,18,Egan Butcher,0
1,Dolphins,28,Roosters,18,Nat Butcher,0
1,Dolphins,28,Roosters,18,Victor Radley,0
