Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Blake Taaffe,1,Fullback,80,14,2,3,4,0,75.0,0,0,65,10,142,42,7,3,1,0,0,5,0,0,3.82,0,0,0,0,2,13,25,1.3,100.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Alex Johnston,2,Winger,80,0,0,0,0,0,0.0,0,0,14,7,45,5,9,0,0,0,0,1,0,0,3.67,0,0,0,1,1,0,9,0.0,66.67,6,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Isaiah Tass,3,Centre,80,0,0,0,0,0,0.0,0,0,33,9,63,0,22,0,0,0,0,2,0,0,4.06,0,0,0,0,0,0,9,0.0,82.5,33,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,80,0
Taane Milne,4,2nd Row,70,0,0,0,0,0,0.0,0,0,11,13,120,0,30,0,0,1,0,0,6,0,2.71,1,12,0,0,0,6,19,0.46,76.47,13,3,1,0,0,1,13,0,0,1,0,0,0,0,3,2,0,2,0,0,1,1,0,70,0
Tyrone Munro,5,Winger,80,8,2,0,0,0,0.0,0,0,50,9,129,0,12,3,0,0,0,3,0,0,3.38,0,0,0,0,0,6,18,0.67,60.0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Dean Hawkins,6,Five-Eighth,80,2,0,1,2,0,50.0,0,0,28,10,77,0,19,0,1,0,0,2,0,0,3.46,0,0,0,0,2,23,35,2.3,68.0,17,5,3,0,0,5,144,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Lachlan Ilias,7,Halfback,80,0,0,0,0,0,0.0,0,0,46,10,74,0,6,0,3,1,0,4,0,0,2.15,0,0,0,0,5,43,58,4.3,78.57,11,2,1,0,0,12,337,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0
Tevita Tatola,8,Prop,54,0,0,0,0,0,0.0,0,0,40,15,165,26,69,0,0,0,0,0,13,0,3.5,0,0,0,0,1,2,17,0.13,86.67,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
Siliva Havili,9,Hooker,54,0,0,0,0,0,0.0,0,0,55,12,139,16,69,0,1,1,0,2,10,0,2.81,1,9,0,2,2,18,31,1.5,92.0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26
Thomas Burgess,10,Prop,42,4,1,0,0,0,0.0,0,0,51,12,113,27,44,1,0,0,0,4,10,0,3.37,0,0,0,2,0,0,12,0.0,81.82,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26
Benjamin Lovett,11,2nd Row,80,0,0,0,0,0,0.0,0,0,32,9,94,0,49,0,0,0,0,2,9,0,3.14,0,0,0,0,0,0,9,0.0,83.33,30,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,80,0
Shaquai Mitchell,13,Lock,16,0,0,0,0,0,0.0,0,0,9,3,21,0,6,0,0,0,0,0,2,0,3.12,0,0,0,0,0,3,5,1.0,81.82,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Peter Mamouzelos,14,Interchange,64,0,0,0,0,0,0.0,0,0,43,7,55,4,18,0,0,1,0,2,1,0,3.32,4,27,0,0,1,90,95,12.86,82.93,34,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
