Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
19,Rabbitohs,32,Bulldogs,36,Blake Taaffe,2
19,Rabbitohs,32,Bulldogs,36,Alex Johnston,0
19,Rabbitohs,32,Bulldogs,36,Isaiah Tass,0
19,Rabbitohs,32,Bulldogs,36,Richard Kennar,0
19,Rabbitohs,32,Bulldogs,36,Tyrone Munro,2
19,Rabbitohs,32,Bulldogs,36,Dean Hawkins,0
19,Rabbitohs,32,Bulldogs,36,Lachlan Ilias,0
19,Rabbitohs,32,Bulldogs,36,Tevita Tatola,0
19,Rabbitohs,32,Bulldogs,36,Siliva Havili,0
19,Rabbitohs,32,Bulldogs,36,Thomas Burgess captain,0
19,Rabbitohs,32,Bulldogs,36,Taane Milne,0
19,Rabbitohs,32,Bulldogs,36,Benjamin Lovett,0
19,Rabbitohs,32,Bulldogs,36,Shaquai Mitchell,0
19,Rabbitohs,32,Bulldogs,36,Jake Averillo,0
19,Rabbitohs,32,Bulldogs,36,Jacob Kiraz,1
19,Rabbitohs,32,Bulldogs,36,Braidon Burns,0
19,Rabbitohs,32,Bulldogs,36,Ethan Quai-Ward,0
19,Rabbitohs,32,Bulldogs,36,Blake Wilson,3
19,Rabbitohs,32,Bulldogs,36,Matt Burton captain,0
19,Rabbitohs,32,Bulldogs,36,Toby Sexton,0
19,Rabbitohs,32,Bulldogs,36,Max King,0
19,Rabbitohs,32,Bulldogs,36,Reed Mahoney,1
19,Rabbitohs,32,Bulldogs,36,Ryan Sutton,0
19,Rabbitohs,32,Bulldogs,36,Jackson Topine,0
19,Rabbitohs,32,Bulldogs,36,Jacob Preston,0
19,Rabbitohs,32,Bulldogs,36,Raymond Faitala-Mariner,0
