Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Hamiso Tabuai-Fidow,1,Fullback,80,4,1,0,0,0,0.0,0,0,31,11,136,44,25,0,0,0,0,0,0,0,3.43,2,13,0,0,0,24,37,2.18,72.73,8,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Jamayne Isaako,2,Winger,80,12,0,6,6,0,100.0,0,0,37,17,131,25,42,0,0,0,0,2,1,0,3.47,0,0,0,0,1,5,23,0.29,76.92,10,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Euan Aitken,3,Centre,41,0,0,0,0,0,0.0,0,0,30,8,81,0,28,1,0,1,0,1,0,0,2.97,0,0,0,1,1,5,10,0.63,100.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
Tesi Niu,5,Winger,80,4,1,0,0,0,0.0,0,0,38,18,155,32,49,1,0,0,0,5,0,0,4.04,1,4,0,0,0,3,24,0.17,100.0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Kodi Nikorima,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,39,11,83,0,23,0,3,2,0,1,0,0,3.31,1,0,0,0,3,14,22,1.27,83.33,20,3,1,0,0,2,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Isaiya Katoa,7,Halfback,80,4,1,0,0,0,0.0,0,0,46,10,79,0,11,1,0,0,0,0,0,0,4.89,0,0,0,0,4,31,50,3.1,78.95,15,3,1,0,0,15,577,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
Jeremy Marshall-King,9,Hooker,80,0,0,0,0,0,0.0,0,0,62,4,25,0,7,0,1,1,0,3,2,0,2.96,2,10,0,1,3,119,123,29.75,93.75,45,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Kenneath Bromwich,10,Prop,45,0,0,0,0,0,0.0,0,0,28,13,89,0,28,0,0,0,0,0,9,0,3.41,0,0,0,0,0,8,18,0.62,95.24,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5
Felise Kaufusi,11,2nd Row,80,0,0,0,0,0,0.0,0,0,51,14,118,0,49,0,0,0,0,2,14,0,3.19,0,0,0,0,1,1,15,0.07,100.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,80,0
Connelly Lemuelu,12,2nd Row,75,4,1,0,0,0,0.0,0,0,60,14,111,0,40,1,0,0,0,3,14,0,3.21,0,0,0,2,0,3,18,0.21,96.15,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,34,39
Tom Gilbert,13,Lock,62,0,0,0,0,0,0.0,0,0,58,18,138,0,62,0,0,0,0,3,18,0,3.79,0,0,0,2,0,5,24,0.28,90.24,37,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16
Jarrod Wallace,14,Interchange,45,0,0,0,0,0,0.0,0,0,45,15,118,0,37,0,0,0,0,3,12,0,3.69,0,0,0,2,3,5,18,0.33,88.46,23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,7
Anthony Milford,15,Interchange,40,0,0,0,0,0,0.0,0,0,26,2,21,0,10,0,1,1,0,1,0,0,2.92,0,0,0,1,1,7,17,3.5,75.0,9,2,1,0,0,5,195,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
