Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
AJ Brimson,1,Fullback,80,0,0,0,0,0,0.0,0,0,40,14,141,60,33,1,1,1,0,6,0,0,3.35,0,0,0,0,1,17,28,1.21,50.0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Alofiana Khan-Pereira,2,Winger,80,4,1,0,0,0,0.0,0,0,26,9,91,17,11,1,0,0,0,0,0,0,3.57,1,4,1,0,0,0,15,0.0,85.71,6,1,0,0,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,80,0
Aaron Schoupp,3,Centre,80,0,0,0,0,0,0.0,0,0,18,8,65,0,21,0,1,0,0,1,1,0,4.35,0,0,0,0,0,4,12,0.5,78.57,11,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0
Phillip Sami,4,Centre,80,0,0,0,0,0,0.0,0,0,17,10,93,0,30,0,0,0,0,0,1,0,4.14,0,0,0,0,0,5,13,0.5,100.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Jojo Fifita,5,Winger,80,0,0,0,0,0,0.0,0,0,17,9,126,0,51,1,0,0,0,2,0,0,3.89,1,7,0,0,1,0,9,0.0,33.33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Kieran Foran,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,19,8,59,0,20,0,0,0,0,1,0,0,4.78,0,0,0,0,1,34,46,4.25,79.17,19,4,1,0,1,6,131,1,5,0,0,0,0,0,1,1,0,2,0,0,0,0,0,80,0
Tanah Boyd,7,Halfback,74,6,0,3,3,0,100.0,0,0,25,5,34,0,4,0,0,0,0,1,0,0,3.64,0,0,0,0,2,15,25,3.0,78.57,22,4,2,0,1,8,228,0,4,0,0,0,1,0,3,0,0,1,0,0,0,0,0,73,0
Sam Verrills,9,Hooker,49,4,1,0,0,0,0.0,0,0,35,2,20,0,5,1,0,0,0,2,0,0,4.04,2,20,0,0,1,53,57,26.5,81.25,26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,0
Tino Fa'asuamaleaui,10,Prop,70,4,1,0,0,0,0.0,0,0,68,15,128,25,32,1,0,0,0,4,12,0,4.04,0,0,0,2,0,1,13,0.07,85.71,42,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,25,44
David Fifita,11,2nd Row,80,0,0,0,0,0,0.0,0,0,63,13,114,0,35,0,0,0,0,7,13,0,4.14,0,0,0,3,0,2,16,0.15,88.57,31,3,1,0,0,1,41,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Joe Stimson,12,2nd Row,66,0,0,0,0,0,0.0,0,0,34,6,53,0,19,0,0,0,0,5,6,0,4.62,0,0,0,0,0,0,6,0.0,83.33,30,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,59,6
Isaac Liu,13,Lock,58,0,0,0,0,0,0.0,0,0,34,16,163,12,56,0,0,0,0,1,13,0,3.73,0,0,0,0,1,8,22,0.5,85.71,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,23
Jayden Campbell,14,Interchange,18,0,0,0,0,0,0.0,0,0,11,6,38,0,12,0,0,0,0,2,2,0,3.02,0,0,0,0,1,4,8,0.67,85.71,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
