Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
12,Raiders,14,Sea Eagles,42,Sebastian Kris,0
12,Raiders,14,Sea Eagles,42,Albert Hopoate,0
12,Raiders,14,Sea Eagles,42,Jarrod Croker captain,0
12,Raiders,14,Sea Eagles,42,Matthew Timoko,0
12,Raiders,14,Sea Eagles,42,Jordan Rapana,0
12,Raiders,14,Sea Eagles,42,Jack Wighton,0
12,Raiders,14,Sea Eagles,42,Jamal Fogarty,0
12,Raiders,14,Sea Eagles,42,Josh Papalii,0
12,Raiders,14,Sea Eagles,42,Danny Levi,0
12,Raiders,14,Sea Eagles,42,Joseph Tapine,0
12,Raiders,14,Sea Eagles,42,Hudson Young,0
12,Raiders,14,Sea Eagles,42,Elliott Whitehead,1
12,Raiders,14,Sea Eagles,42,Corey Horsburgh,0
12,Raiders,14,Sea Eagles,42,Tom Trbojevic,3
12,Raiders,14,Sea Eagles,42,Jason Saab,1
12,Raiders,14,Sea Eagles,42,Brad Parker,1
12,Raiders,14,Sea Eagles,42,Tolutau Koula,0
12,Raiders,14,Sea Eagles,42,Reuben Garrick,1
12,Raiders,14,Sea Eagles,42,Joshua Schuster,1
12,Raiders,14,Sea Eagles,42,Daly Cherry-Evans captain,0
12,Raiders,14,Sea Eagles,42,Taniela Paseka,0
12,Raiders,14,Sea Eagles,42,Lachlan Croker,0
12,Raiders,14,Sea Eagles,42,Sean Keppie,0
12,Raiders,14,Sea Eagles,42,Haumole Olakau'atu,0
12,Raiders,14,Sea Eagles,42,Ben Trbojevic,0
12,Raiders,14,Sea Eagles,42,Jake Trbojevic,0
