Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
10,Roosters,6,Cowboys,20,James Tedesco captain,0
10,Roosters,6,Cowboys,20,Corey Allan,0
10,Roosters,6,Cowboys,20,Joseph-Aukuso Suaalii,0
10,Roosters,6,Cowboys,20,Billy Smith,0
10,Roosters,6,Cowboys,20,Jaxson Paulo,0
10,Roosters,6,Cowboys,20,Joseph Manu,0
10,Roosters,6,Cowboys,20,Luke Keary,0
10,Roosters,6,Cowboys,20,Lindsay Collins,0
10,Roosters,6,Cowboys,20,Brandon Smith,0
10,Roosters,6,Cowboys,20,Matthew Lodge,0
10,Roosters,6,Cowboys,20,Egan Butcher,0
10,Roosters,6,Cowboys,20,Nat Butcher,0
10,Roosters,6,Cowboys,20,Victor Radley,0
10,Roosters,6,Cowboys,20,Scott Drinkwater,0
10,Roosters,6,Cowboys,20,Kyle Feldt,0
10,Roosters,6,Cowboys,20,Valentine Holmes,0
10,Roosters,6,Cowboys,20,Peta Hiku,0
10,Roosters,6,Cowboys,20,Murray Taulagi,0
10,Roosters,6,Cowboys,20,Tom Dearden,0
10,Roosters,6,Cowboys,20,Chad Townsend captain,0
10,Roosters,6,Cowboys,20,Jordan McLean,0
10,Roosters,6,Cowboys,20,Reece Robson,0
10,Roosters,6,Cowboys,20,Coen Hess,0
10,Roosters,6,Cowboys,20,Heilum Luki,0
10,Roosters,6,Cowboys,20,Jack Gosiewski,1
10,Roosters,6,Cowboys,20,Reuben Cotter,1
