Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Blake Taaffe,1,Fullback,80,14,0,6,8,1,77.78,0,0,41,13,117,76,23,0,1,2,0,2,0,0,3.82,1,12,0,0,0,16,28,1.23,50.0,3,2,1,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Alex Johnston,2,Winger,80,12,3,0,0,0,0.0,0,0,48,10,85,13,20,3,0,0,0,2,0,0,4.74,0,0,0,0,0,5,16,0.5,85.71,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,80,0
Isaiah Tass,3,Centre,80,0,0,0,0,0,0.0,0,0,52,13,119,0,41,0,2,2,0,4,0,0,4.26,0,0,0,2,0,5,17,0.38,89.47,17,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Campbell Graham,4,Centre,80,4,1,0,0,0,0.0,0,0,26,9,74,4,23,0,0,0,0,0,1,0,3.91,0,0,0,0,0,4,13,0.44,94.44,17,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Richard Kennar,5,Winger,80,4,1,0,0,0,0.0,0,0,23,13,140,15,39,1,0,0,0,0,0,0,3.21,0,0,0,0,0,2,16,0.15,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80,0
Cody Walker,6,Five-Eighth,80,4,1,0,0,0,0.0,0,0,57,16,122,0,6,2,1,1,0,4,0,0,3.22,0,0,0,0,0,32,42,2.0,86.36,19,3,0,0,0,5,95,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Lachlan Ilias,7,Halfback,80,0,0,0,0,0,0.0,0,0,34,17,119,0,13,0,0,0,0,1,0,0,3.79,0,0,0,1,3,29,40,1.71,94.12,16,0,1,0,0,7,176,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Tevita Tatola,8,Prop,52,0,0,0,0,0,0.0,0,0,37,15,173,37,76,0,0,0,0,1,12,0,3.22,0,0,0,0,0,2,17,0.13,92.31,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,28
Damien Cook,9,Hooker,80,0,0,0,0,0,0.0,0,0,51,6,49,0,9,0,1,1,0,2,1,0,6.16,5,39,0,0,1,105,109,17.5,97.44,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Hame Sele,10,Prop,47,4,1,0,0,0,0.0,0,0,52,13,122,13,50,1,0,0,0,4,12,0,3.87,0,0,0,0,0,2,15,0.15,92.31,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21
Keaon Koloamatangi,11,2nd Row,80,4,1,0,0,0,0.0,0,0,67,15,146,0,42,1,1,1,0,5,12,0,3.67,0,0,0,1,0,6,19,0.4,92.86,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Jacob Host,12,2nd Row,80,0,0,0,0,0,0.0,0,0,36,12,121,0,63,0,0,0,0,0,12,0,3.55,0,0,0,0,0,0,12,0.0,88.89,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Cameron Murray,13,Interchange,32,0,0,0,0,0,0.0,0,0,26,9,73,0,17,0,0,0,0,1,4,0,3.31,0,0,0,1,0,11,15,1.22,93.75,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0
