Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Jayden Campbell,1,Fullback,80,4,1,0,0,0,0.0,0,0,21,15,127,61,26,0,0,0,0,2,0,0,4.15,1,19,0,0,0,7,26,0.47,25.0,1,2,1,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Alofiana Khan-Pereira,2,Winger,80,4,1,0,0,0,0.0,0,0,39,10,88,5,11,2,0,1,0,3,0,0,3.33,1,4,0,0,0,1,13,0.1,100.0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Brian Kelly,3,Centre,80,0,0,0,0,0,0.0,0,0,49,17,155,13,42,0,2,1,0,7,0,0,3.73,0,0,0,2,0,6,20,0.35,75.0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80,0
Jojo Fifita,4,Centre,80,0,0,0,0,0,0.0,0,0,32,10,82,5,28,0,0,0,0,4,0,0,3.65,0,0,0,1,0,1,10,0.1,84.21,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Phillip Sami,5,Winger,80,4,1,0,0,0,0.0,0,0,34,16,133,0,46,0,0,0,0,7,2,0,3.52,1,2,0,0,0,1,19,0.06,75.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Kieran Foran,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,19,9,70,0,7,0,1,1,0,0,0,0,4.63,0,0,0,0,1,41,46,4.56,71.43,15,5,1,0,0,2,78,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Tanah Boyd,7,Halfback,80,6,0,3,5,0,60.0,0,0,42,6,22,0,1,0,0,1,0,2,0,0,3.64,0,0,0,0,1,27,42,4.5,87.5,21,2,1,0,0,13,498,0,4,0,0,0,1,0,4,2,0,0,0,0,0,0,0,80,0
Moeaki Fotuaika,8,Prop,69,0,0,0,0,0,0.0,0,0,48,16,130,8,39,0,0,0,0,0,15,0,3.37,0,0,0,0,0,0,17,0.0,93.48,43,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,52,17
Chris Randall,9,Hooker,59,0,0,0,0,0,0.0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,77,77,0.0,92.68,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
Tino Fa'asuamaleaui,10,Prop,56,0,0,0,0,0,0.0,0,0,53,12,134,37,39,0,0,0,0,2,10,0,4.46,0,0,0,1,0,1,13,0.08,90.0,36,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
David Fifita,11,2nd Row,80,8,2,0,0,0,0.0,0,0,68,17,234,19,33,1,0,0,0,4,15,0,3.93,0,0,0,3,1,2,19,0.12,73.91,17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Joe Stimson,12,2nd Row,54,0,0,0,0,0,0.0,0,0,13,3,18,0,3,0,0,0,0,1,3,0,4.8,0,0,0,0,0,0,3,0.0,75.0,24,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
Isaac Liu,13,Lock,59,0,0,0,0,0,0.0,0,0,37,7,62,0,25,0,0,0,0,0,7,0,3.58,0,0,0,0,1,14,21,2.0,93.94,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25
