Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
10,Bulldogs,30,Raiders,34,Hayze Perham,1
10,Bulldogs,30,Raiders,34,Jacob Kiraz,0
10,Bulldogs,30,Raiders,34,Jake Averillo,2
10,Bulldogs,30,Raiders,34,Paul Alamoti,0
10,Bulldogs,30,Raiders,34,Declan Casey,0
10,Bulldogs,30,Raiders,34,Josh Reynolds,0
10,Bulldogs,30,Raiders,34,Matt Burton captain,0
10,Bulldogs,30,Raiders,34,Max King,0
10,Bulldogs,30,Raiders,34,Reed Mahoney,0
10,Bulldogs,30,Raiders,34,Tevita Pangai Junior,0
10,Bulldogs,30,Raiders,34,Corey Waddell,0
10,Bulldogs,30,Raiders,34,Jacob Preston,2
10,Bulldogs,30,Raiders,34,Raymond Faitala-Mariner,0
10,Bulldogs,30,Raiders,34,Sebastian Kris,0
10,Bulldogs,30,Raiders,34,Xavier Savage,1
10,Bulldogs,30,Raiders,34,Jarrod Croker captain,0
10,Bulldogs,30,Raiders,34,Matthew Timoko,1
10,Bulldogs,30,Raiders,34,Jordan Rapana,2
10,Bulldogs,30,Raiders,34,Jack Wighton,0
10,Bulldogs,30,Raiders,34,Jamal Fogarty,0
10,Bulldogs,30,Raiders,34,Josh Papalii,0
10,Bulldogs,30,Raiders,34,Zac Woolford,0
10,Bulldogs,30,Raiders,34,Joseph Tapine,0
10,Bulldogs,30,Raiders,34,Hudson Young,1
10,Bulldogs,30,Raiders,34,Elliott Whitehead,0
10,Bulldogs,30,Raiders,34,Corey Horsburgh,0
