Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
15,Sea Eagles,58,Dolphins,18,Tom Trbojevic,2
15,Sea Eagles,58,Dolphins,18,Jason Saab,2
15,Sea Eagles,58,Dolphins,18,Tolutau Koula,2
15,Sea Eagles,58,Dolphins,18,Reuben Garrick,3
15,Sea Eagles,58,Dolphins,18,Christian Tuipulotu,0
15,Sea Eagles,58,Dolphins,18,Joshua Schuster,0
15,Sea Eagles,58,Dolphins,18,Daly Cherry-Evans captain,0
15,Sea Eagles,58,Dolphins,18,Taniela Paseka,0
15,Sea Eagles,58,Dolphins,18,Lachlan Croker,1
15,Sea Eagles,58,Dolphins,18,Toafofoa Sipley,0
15,Sea Eagles,58,Dolphins,18,Haumole Olakau'atu,0
15,Sea Eagles,58,Dolphins,18,Ethan Bullemor,0
15,Sea Eagles,58,Dolphins,18,Sean Keppie,0
15,Sea Eagles,58,Dolphins,18,Hamiso Tabuai-Fidow,2
15,Sea Eagles,58,Dolphins,18,Jamayne Isaako,1
15,Sea Eagles,58,Dolphins,18,Euan Aitken,0
15,Sea Eagles,58,Dolphins,18,Brenko Lee,0
15,Sea Eagles,58,Dolphins,18,Tesi Niu,0
15,Sea Eagles,58,Dolphins,18,Kodi Nikorima,0
15,Sea Eagles,58,Dolphins,18,Isaiya Katoa,0
15,Sea Eagles,58,Dolphins,18,Jesse Bromwich captain,0
15,Sea Eagles,58,Dolphins,18,Jeremy Marshall-King,0
15,Sea Eagles,58,Dolphins,18,Poasa Faamausili,0
15,Sea Eagles,58,Dolphins,18,Kenneath Bromwich,0
15,Sea Eagles,58,Dolphins,18,Connelly Lemuelu,0
15,Sea Eagles,58,Dolphins,18,Valynce Te Whare,0
