Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Tyrell Sloan,1,Fullback,70,4,1,0,0,0,0.0,0,0,23,12,89,40,23,1,0,0,0,3,0,0,3.95,0,0,0,1,1,7,22,0.58,66.67,2,1,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,70,0
Mathew Feagai,2,Winger,80,0,0,0,0,0,0.0,0,0,18,12,106,6,38,0,0,0,0,3,0,0,2.76,0,0,0,0,0,2,15,0.17,83.33,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,80,0
Mosese Suli,3,Centre,80,0,0,0,0,0,0.0,0,0,32,9,102,0,44,0,0,0,0,3,0,0,3.27,0,0,0,0,0,1,10,0.11,88.89,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Zac Lomax,4,Centre,80,10,1,3,3,0,100.0,0,0,70,30,224,0,80,0,1,1,0,5,1,0,3.47,1,8,0,1,0,7,33,0.23,84.0,21,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Mikaele Ravalawa,5,Winger,80,4,1,0,0,0,0.0,0,0,29,12,102,13,39,1,0,0,0,1,0,0,4.19,0,0,0,0,0,0,12,0.0,50.0,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Talatau Amone,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,49,15,94,0,37,0,1,1,0,2,0,0,3.78,0,0,0,2,9,29,43,1.93,80.77,21,3,2,0,0,2,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Ben Hunt,7,Halfback,80,0,0,0,0,0,0.0,0,0,70,21,118,0,4,0,0,1,0,5,0,0,2.55,0,0,0,1,5,39,63,1.86,88.46,23,2,1,0,0,19,631,1,6,2,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Francis Molo,8,Prop,41,0,0,0,0,0,0.0,0,0,29,15,134,0,58,0,0,0,0,0,14,0,4.01,0,0,0,0,0,2,16,0.13,95.24,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,19
Jacob Liddle,9,Hooker,74,0,0,0,0,0,0.0,0,0,51,4,46,0,15,0,0,0,0,2,0,0,2.28,4,46,0,1,0,112,117,28.0,92.86,39,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,73,0
Blake Lawrie,10,Prop,52,0,0,0,0,0,0.0,0,0,44,17,153,36,51,0,0,0,0,0,14,0,3.33,0,0,0,1,1,0,17,0.0,90.0,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24
Billy Burns,11,2nd Row,80,0,0,0,0,0,0.0,0,0,54,6,62,0,28,0,0,0,0,1,6,0,3.19,0,0,0,0,0,1,8,0.17,90.2,46,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Dan Russell,12,2nd Row,80,0,0,0,0,0,0.0,0,0,40,11,100,0,49,0,0,0,0,0,11,0,3.23,0,0,0,0,0,1,13,0.09,90.91,40,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Jack De Belin,13,Lock,65,0,0,0,0,0,0.0,0,0,51,17,113,0,21,0,0,0,0,3,8,0,3.17,0,0,0,0,2,14,23,0.82,90.48,38,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,33,30
