Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Clinton Gutherson,1,Fullback,80,8,2,0,0,0,0.0,0,0,57,19,188,28,31,2,2,1,0,2,0,0,3.56,1,13,0,2,4,24,39,1.26,33.33,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,80,0
Maika Sivo,2,Winger,80,0,0,0,0,0,0.0,0,0,17,11,77,28,29,0,0,0,0,1,0,0,4.08,0,0,0,0,0,0,13,0.0,83.33,5,1,0,0,3,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,80,0
Will Penisini,3,Centre,80,8,2,0,0,0,0.0,0,0,59,11,161,0,30,2,0,1,0,3,0,0,4.93,1,10,0,0,0,6,14,0.55,82.35,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Bailey Simonsson,4,Centre,80,4,1,0,0,0,0.0,0,0,47,18,209,42,53,1,0,0,0,3,0,0,3.86,0,0,0,1,0,4,19,0.22,75.0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Sean Russell,5,Winger,80,4,1,0,0,0,0.0,0,0,42,14,137,15,34,1,0,0,0,5,0,0,3.88,1,8,0,0,0,1,15,0.07,72.73,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Daejarn Asi,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,52,14,115,0,11,1,2,2,0,0,1,0,3.64,1,0,0,1,1,36,46,2.57,86.36,19,3,0,0,0,4,75,2,2,1,0,0,1,0,2,2,0,0,0,0,0,0,0,80,0
Mitchell Moses,7,Halfback,80,16,0,8,8,0,100.0,0,0,82,17,198,0,16,3,0,1,0,4,0,0,4.27,0,0,0,0,2,41,62,2.41,91.67,11,1,0,0,0,17,418,1,3,6,0,0,2,1,0,0,0,1,0,0,0,0,0,80,0
Reagan Campbell-Gillard,8,Prop,41,0,0,0,0,0,0.0,0,0,22,13,146,77,41,0,0,0,0,0,7,0,3.63,0,0,0,0,0,0,13,0.0,85.71,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11
Brendan Hands,9,Hooker,71,0,0,0,0,0,0.0,0,0,31,2,15,0,3,0,0,0,0,0,0,0,5.74,2,15,0,0,1,111,113,55.5,96.55,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,71,0
Junior Paulo,10,Interchange,35,0,0,0,0,0,0.0,0,0,53,16,177,39,61,0,2,0,0,2,12,0,3.84,0,0,0,3,1,2,17,0.13,92.31,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6
Bryce Cartwright,11,2nd Row,80,0,0,0,0,0,0.0,0,0,52,14,111,0,40,0,3,0,0,0,11,0,2.93,0,0,0,4,1,7,18,0.5,92.59,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Andrew Davey,12,2nd Row,54,4,1,0,0,0,0.0,0,0,41,9,93,0,21,1,0,0,0,1,9,0,3.6,0,0,0,0,0,0,9,0.0,100.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
J'maine Hopgood,13,Lock,60,4,1,0,0,0,0.0,0,0,70,16,159,0,48,1,1,1,0,3,14,0,3.22,0,0,0,1,0,19,34,1.19,89.66,26,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,8
