Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Kodi Nikorima,1,Fullback,80,0,0,0,0,0,0.0,0,0,30,14,139,84,21,1,0,0,0,3,0,0,4.17,2,19,0,2,1,26,39,1.86,42.86,3,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80,0
Jamayne Isaako,2,Winger,80,18,2,4,4,1,100.0,0,0,66,13,131,0,35,1,0,0,0,3,2,0,3.99,1,9,0,2,0,3,18,0.23,100.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Euan Aitken,3,Centre,76,0,0,0,0,0,0.0,0,0,38,21,166,0,63,0,0,0,0,1,1,0,3.65,2,21,0,0,0,5,23,0.24,95.24,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
Brenko Lee,4,Centre,80,0,0,0,0,0,0.0,0,0,29,13,147,0,66,0,1,1,0,1,0,0,4.24,0,0,0,0,0,7,17,0.54,82.35,14,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Tesi Niu,5,Winger,80,0,0,0,0,0,0.0,0,0,31,21,202,88,60,0,0,0,0,2,2,0,4.06,1,5,0,1,0,1,25,0.05,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Anthony Milford,6,Five-Eighth,80,4,1,0,0,0,0.0,0,0,55,10,100,0,12,1,0,1,0,2,0,0,3.49,0,0,0,1,3,24,49,2.4,68.42,13,5,1,0,0,17,476,2,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0
Isaiya Katoa,7,Halfback,80,0,0,0,0,0,0.0,0,0,21,5,35,0,12,0,0,0,0,1,0,0,4.47,0,0,0,0,3,50,57,10.0,74.19,23,6,2,0,1,4,89,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Jesse Bromwich,8,Prop,50,0,0,0,0,0,0.0,0,0,31,11,115,21,43,0,0,0,0,0,9,0,3.86,0,0,0,0,0,3,15,0.27,86.49,32,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21,16
Jeremy Marshall-King,9,Hooker,80,0,0,0,0,0,0.0,0,0,62,3,47,0,6,1,1,1,0,1,0,0,2.44,3,47,0,2,1,108,112,36.0,89.8,44,4,1,0,0,1,8,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,80,0
Herman Ese'ese,10,Prop,32,0,0,0,0,0,0.0,0,0,23,9,95,9,42,0,0,0,0,2,8,0,3.94,0,0,0,0,0,1,10,0.11,93.33,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,10
Kenneath Bromwich,11,2nd Row,80,0,0,0,0,0,0.0,0,0,44,14,139,0,44,0,0,0,0,1,14,0,3.96,0,0,0,0,1,5,19,0.36,91.18,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Connelly Lemuelu,12,2nd Row,80,0,0,0,0,0,0.0,0,0,56,17,149,5,52,0,0,0,0,0,16,0,4.44,0,0,1,3,0,0,19,0.0,97.3,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,80,0
Ray Stone,13,Lock,58,0,0,0,0,0,0.0,0,0,38,12,115,0,39,0,0,0,0,2,12,0,3.95,0,0,0,0,0,0,12,0.0,84.09,37,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,28,30
