Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Corey Oates,2,Winger,80,0,0,0,0,0,0.0,0,0,24,16,165,32,58,0,0,0,0,3,0,0,3.65,1,13,0,0,1,2,18,0.13,75.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Kotoni Staggs,3,Centre,80,0,0,0,0,0,0.0,0,0,38,14,117,0,39,0,1,1,0,1,0,0,3.85,1,5,0,2,0,9,21,0.64,76.47,13,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Herbie Farnworth,4,Centre,77,8,2,0,0,0,0.0,0,0,61,15,147,0,48,2,0,0,0,8,0,0,3.22,1,10,0,1,2,6,19,0.4,64.29,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
Selwyn Cobbo,5,Winger,80,12,3,0,0,0,0.0,0,0,72,15,175,24,41,2,0,0,0,8,0,0,3.83,1,19,0,0,0,5,24,0.33,83.33,5,0,1,0,2,1,19,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Ezra Mam,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,18,5,29,0,7,0,2,2,0,0,0,0,4.43,1,8,0,0,1,13,18,2.6,68.75,22,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Adam Reynolds,7,Halfback,80,4,0,2,5,0,40.0,0,0,32,8,32,0,2,0,0,0,0,1,0,0,3.62,0,0,0,0,8,46,61,5.75,76.47,13,3,1,0,0,14,384,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,80,0
Keenan Palasia,8,Prop,54,0,0,0,0,0,0.0,0,0,37,14,107,0,40,0,0,0,0,2,14,0,3.54,0,0,0,1,2,6,21,0.43,89.29,25,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,18
Billy Walters,9,Hooker,51,0,0,0,0,0,0.0,0,0,38,5,54,0,26,0,0,0,0,2,2,0,4.18,2,30,0,0,2,83,89,16.6,83.87,26,1,4,1,0,3,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
Payne Haas,10,Prop,67,0,0,0,0,0,0.0,0,0,75,23,224,0,90,0,0,0,0,10,22,0,3.21,0,0,0,3,0,5,26,0.22,91.67,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,15
Brendan Piakura,11,2nd Row,80,0,0,0,0,0,0.0,0,0,29,8,75,0,45,0,0,0,0,4,8,0,3.29,0,0,0,0,1,1,9,0.13,83.87,26,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Xavier Willison,12,Interchange,16,0,0,0,0,0,0.0,0,0,13,5,35,0,15,0,0,0,0,2,5,0,3.08,0,0,0,0,0,0,5,0.0,90.91,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,3
Patrick Carrigan,13,Lock,80,0,0,0,0,0,0.0,0,0,44,14,113,8,49,0,0,0,0,5,13,0,3.76,0,0,0,0,0,2,16,0.14,88.0,22,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Tyson Smoothy,14,Interchange,29,0,0,0,0,0,0.0,0,0,13,1,8,0,5,0,0,0,0,0,1,0,6.64,0,0,0,0,1,36,41,36.0,95.0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,29,0
