Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Selwyn Cobbo,1,Fullback,80,0,0,0,0,0,0.0,0,0,15,23,192,41,66,0,0,0,0,1,0,0,2.95,3,21,0,0,0,6,28,0.26,62.5,5,3,0,0,3,1,10,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,0,80,0
Corey Oates,2,Winger,80,0,0,0,0,0,0.0,0,0,20,20,179,37,95,0,0,0,0,3,0,0,3.41,1,2,0,0,0,0,23,0.0,40.0,2,3,0,1,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,80,0
Kotoni Staggs,3,Centre,57,0,0,0,0,0,0.0,0,0,26,4,37,4,20,0,0,0,0,2,0,0,2.99,0,0,0,0,0,6,12,1.5,86.36,19,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,31
Herbie Farnworth,4,Centre,80,8,2,0,0,0,0.0,0,0,51,13,154,0,58,1,0,0,0,4,3,0,3.6,1,17,0,0,0,2,15,0.15,80.0,8,0,2,0,0,1,17,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,80,0
Jesse Arthars,5,Winger,80,0,0,0,0,0,0.0,0,0,15,5,52,7,21,0,0,0,0,0,0,0,3.69,0,0,0,0,0,3,10,0.6,100.0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Ezra Mam,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,39,10,107,0,32,1,0,1,0,3,0,0,3.13,2,16,0,0,1,22,33,2.2,61.54,16,7,3,0,1,2,49,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
Adam Reynolds,7,Halfback,80,5,0,2,2,0,100.0,1,0,57,2,11,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,25,45,12.5,93.1,27,1,1,0,0,19,558,1,2,3,0,0,0,1,2,1,0,0,1,0,0,0,0,80,0
Corey Jensen,8,Prop,47,0,0,0,0,0,0.0,0,0,39,10,99,8,48,0,0,0,0,0,9,0,3.41,0,0,0,0,0,0,10,0.0,94.44,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27
Billy Walters,9,Hooker,45,0,0,0,0,0,0.0,0,0,27,6,46,0,15,0,1,0,0,1,1,0,2.5,5,42,0,1,0,66,73,11.0,78.79,26,6,1,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17
Payne Haas,10,Prop,65,0,0,0,0,0,0.0,0,0,63,19,203,20,87,0,0,0,0,7,16,0,3.24,0,0,0,1,0,1,19,0.05,100.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,12
Kurt Capewell,11,2nd Row,71,0,0,0,0,0,0.0,0,0,32,8,77,0,39,0,0,0,0,2,8,0,2.76,0,0,0,1,0,1,9,0.13,83.33,25,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,71,0
Jordan Riki,12,2nd Row,80,0,0,0,0,0,0.0,0,0,46,10,85,0,24,0,0,0,0,2,9,0,3.57,0,0,0,0,0,1,9,0.1,88.64,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
Patrick Carrigan,13,Lock,70,0,0,0,0,0,0.0,0,0,64,17,179,0,79,0,0,0,0,0,16,0,3.28,0,0,0,0,0,6,22,0.35,94.34,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,30
