Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
William Kennedy,1,Fullback,80,0,0,0,0,0,0.0,0,0,35,16,161,55,25,1,0,0,0,2,0,0,4.12,0,0,0,0,2,11,25,0.69,62.5,5,2,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Sione Katoa,2,Winger,80,4,1,0,0,0,0.0,0,0,56,19,183,43,27,1,1,0,0,11,1,0,3.94,0,0,0,0,1,7,23,0.37,75.0,6,2,0,0,1,1,6,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,80,0
Jesse Ramien,3,Centre,80,4,1,0,0,0,0.0,0,0,51,19,183,0,54,0,1,1,0,1,0,0,3.56,2,28,0,3,1,8,25,0.42,83.33,10,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,80,0
Ronaldo Mulitalo,5,Winger,80,0,0,0,0,0,0.0,0,0,39,20,139,27,31,0,0,0,0,6,1,0,3.38,0,0,0,1,0,3,23,0.15,100.0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Matt Moylan,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,34,13,107,0,22,0,0,0,0,1,0,0,4.26,0,0,0,0,4,28,41,2.15,88.0,22,2,1,0,0,6,114,2,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,80,0
Nicholas Hynes,7,Halfback,80,8,0,3,3,1,100.0,0,0,86,23,171,0,11,0,1,1,0,4,0,0,4.59,1,6,0,1,3,53,79,2.3,90.91,20,0,2,0,0,18,601,1,4,1,0,0,1,0,2,2,0,0,0,0,0,0,0,80,0
Blayke Brailey,9,Hooker,80,0,0,0,0,0,0.0,0,0,35,4,21,0,0,0,0,0,0,0,1,0,4.63,3,21,0,0,1,114,117,28.5,90.7,39,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,80,0
Royce Hunt,10,Prop,33,4,1,0,0,0,0.0,0,0,44,5,48,15,16,1,0,0,0,2,4,0,3.64,0,0,0,0,0,0,5,0.0,92.59,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,10
Briton Nikora,11,2nd Row,80,0,0,0,0,0,0.0,0,0,69,14,142,0,32,1,0,1,0,3,13,0,3.61,0,0,0,1,1,3,16,0.21,93.02,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Teig Wilton,12,2nd Row,80,0,0,0,0,0,0.0,0,0,40,10,74,0,13,0,0,0,0,0,10,0,4.44,0,0,0,0,0,1,13,0.1,89.36,42,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,80,0
Dale Finucane,13,Lock,50,0,0,0,0,0,0.0,0,0,43,7,61,14,9,0,0,0,0,0,4,0,4.27,0,0,0,0,0,2,7,0.29,93.48,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,22
Cameron McInnes,14,Prop,41,0,0,0,0,0,0.0,0,0,41,11,98,0,30,0,0,0,0,2,10,0,3.64,0,0,0,0,2,4,14,0.36,91.43,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16
Jack Williams,15,Interchange,42,0,0,0,0,0,0.0,0,0,49,12,116,15,45,0,0,0,0,3,11,0,3.76,0,0,0,0,0,3,15,0.25,96.77,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
