Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Charnze Nicoll-Klokstad,1,Fullback,53,0,0,0,0,0,0.0,0,0,13,12,114,55,31,0,0,0,0,0,0,0,3.79,0,0,0,0,0,5,20,0.42,100.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,53,0
Edward Kosi,2,Winger,80,0,0,0,0,0,0.0,0,0,12,15,145,24,59,1,0,0,0,2,0,0,3.42,2,23,0,0,0,0,16,0.0,0.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,80,0
Brayden Wiliame,3,Centre,80,0,0,0,0,0,0.0,0,0,18,13,112,0,46,0,0,0,0,3,0,0,3.54,0,0,0,0,0,5,19,0.38,81.25,13,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,80,0
Adam Pompey,4,Centre,80,0,0,0,0,0,0.0,0,0,16,11,96,0,29,0,1,0,0,0,0,0,3.72,0,0,0,0,1,4,12,0.36,77.78,14,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,80,0
Marcelo Montoya,5,Winger,80,0,0,0,0,0,0.0,0,0,19,16,162,27,54,0,0,0,0,0,1,0,3.42,0,0,0,0,0,3,19,0.19,85.71,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,80,0
Te Maire Martin,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,24,8,72,10,17,0,1,0,0,0,0,0,4.93,1,7,0,1,0,27,33,3.38,90.48,19,2,0,0,0,1,8,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,80,0
Shaun Johnson,7,Halfback,80,4,0,2,2,0,100.0,0,0,69,5,25,0,2,1,0,1,0,2,0,0,0.0,0,0,0,1,3,43,62,8.6,95.45,21,0,1,0,0,18,528,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,80,0
Addin Fonua-Blake,8,Prop,55,4,1,0,0,0,0.0,0,0,64,12,144,0,58,1,0,0,0,2,10,0,3.62,0,0,0,0,0,4,15,0.33,96.97,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
Wayde Egan,9,Hooker,58,4,1,0,0,0,0.0,0,0,65,6,84,0,9,1,0,0,0,2,0,0,4.39,5,79,0,0,2,79,85,13.17,93.75,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,29
Mitchell Barnett,10,Prop,72,0,0,0,0,0,0.0,0,0,53,10,74,0,33,0,0,0,0,0,10,0,2.86,0,0,0,0,0,1,11,0.1,96.49,55,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,50,21
Jackson Ford,11,2nd Row,2,0,0,0,0,0,0.0,0,0,4,1,11,0,6,0,0,0,0,0,1,0,8.2,0,0,0,0,0,0,1,0.0,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Marata Niukore,12,2nd Row,67,0,0,0,0,0,0.0,0,0,68,10,109,11,45,0,1,1,0,3,9,0,3.59,0,0,0,1,0,0,10,0.0,100.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,50
Tohu Harris,13,Lock,80,0,0,0,0,0,0.0,0,0,69,15,144,0,62,0,0,0,0,0,11,0,3.08,0,0,0,0,2,19,30,1.27,98.36,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,80,0
