Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Clinton Gutherson,1,Fullback,84,0,0,0,0,0,0.0,0,0,34,20,141,32,34,0,1,1,0,5,0,0,4.13,5,39,0,2,0,20,42,1.0,80.0,4,1,0,0,1,2,21,0,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,84,0
Maika Sivo,2,Winger,84,0,0,0,0,0,0.0,0,0,32,13,97,29,27,1,0,0,0,1,1,0,3.0,0,0,0,3,0,2,18,0.15,100.0,2,0,0,0,3,1,15,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,84,0
Will Penisini,3,Centre,73,4,1,0,0,0,0.0,0,0,49,13,128,0,43,1,0,0,0,3,0,0,3.52,0,0,0,2,0,2,13,0.15,75.0,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3
Waqa Blake,4,Centre,84,0,0,0,0,0,0.0,0,0,24,16,103,0,38,0,0,0,0,3,1,0,3.66,0,0,0,0,0,6,20,0.38,72.22,13,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,84,0
Dylan Brown,6,Five-Eighth,84,0,0,0,0,0,0.0,0,0,33,14,113,0,34,0,1,0,0,5,0,0,4.1,1,8,0,0,1,42,55,3.0,84.0,21,2,2,0,0,1,36,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,84,0
Mitchell Moses,7,Halfback,84,4,0,1,2,1,66.67,0,0,53,6,28,0,6,0,0,0,0,1,0,0,3.96,0,0,0,0,1,25,51,4.17,85.0,17,2,1,0,0,21,797,0,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,84,0
Reagan Campbell-Gillard,8,Prop,59,0,0,0,0,0,0.0,0,0,52,22,199,36,65,0,0,0,0,2,19,0,4.13,0,0,0,0,0,2,24,0.09,84.62,33,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33
Josh Hodgson,9,Hooker,84,0,0,0,0,0,0.0,0,0,45,1,2,0,0,0,1,1,0,0,0,0,11.12,0,0,0,0,2,134,134,134.0,84.0,42,3,5,1,0,1,21,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,84,0
Junior Paulo,10,Prop,68,4,1,0,0,0,0.0,0,0,74,20,208,0,86,1,0,0,0,6,19,0,3.89,0,0,0,2,0,5,24,0.25,88.24,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,35
Bryce Cartwright,11,2nd Row,84,0,0,0,0,0,0.0,0,0,57,20,153,0,47,0,0,0,0,3,16,0,3.67,0,0,0,2,0,5,25,0.25,87.5,28,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,84,0
Matt Doorey,12,2nd Row,73,0,0,0,0,0,0.0,0,0,32,11,95,1,46,0,0,0,0,2,10,0,4.01,0,0,0,0,0,1,12,0.09,83.33,20,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,17
J'maine Hopgood,13,Lock,84,0,0,0,0,0,0.0,0,0,82,21,172,0,62,0,0,0,0,1,20,0,2.89,0,0,0,5,5,9,29,0.43,83.82,57,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,84,0
Jirah Momoisea,14,Interchange,24,0,0,0,0,0,0.0,0,0,14,3,22,0,2,0,0,0,0,1,1,0,2.19,0,0,0,0,0,1,4,0.33,100.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0
