Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Clinton Gutherson,1,Fullback,80,12,3,0,0,0,0.0,0,0,71,15,190,81,32,2,1,1,0,6,0,0,4.35,0,0,0,0,1,33,50,2.2,66.67,4,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0
Maika Sivo,2,Winger,80,4,1,0,0,0,0.0,0,0,33,17,149,34,43,1,0,0,0,4,0,0,4.01,0,0,0,0,0,0,18,0.0,100.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,80,0
Will Penisini,3,Centre,80,4,1,0,0,0,0.0,0,0,58,12,107,0,24,1,0,0,0,5,0,0,3.83,1,13,0,4,0,1,15,0.08,82.35,14,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,80,0
Bailey Simonsson,4,Centre,80,4,1,0,0,0,0.0,0,0,52,23,200,0,53,0,0,0,0,8,0,0,3.96,3,24,0,2,2,5,24,0.22,71.43,10,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Sean Russell,5,Winger,80,0,0,0,0,0,0.0,0,0,15,16,124,29,28,0,0,0,0,2,0,0,4.22,1,1,0,0,0,1,16,0.06,57.14,8,4,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Mitchell Moses,7,Halfback,80,10,0,5,6,0,83.33,0,0,75,17,120,0,4,1,1,2,0,5,0,0,5.35,0,0,0,0,3,32,51,1.88,74.07,20,5,2,1,0,12,394,1,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Reagan Campbell-Gillard,8,Prop,51,0,0,0,0,0,0.0,0,0,32,14,153,54,46,0,0,0,0,3,10,0,3.6,0,0,0,1,0,0,14,0.0,73.33,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20
Junior Paulo,10,Prop,47,0,0,0,0,0,0.0,0,0,42,13,119,0,41,0,0,0,0,3,12,0,3.58,0,0,0,4,1,3,15,0.23,68.0,17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19
Bryce Cartwright,11,2nd Row,80,0,0,0,0,0,0.0,0,0,60,16,141,0,51,0,1,1,0,5,16,0,3.33,0,0,0,3,3,2,19,0.13,85.19,23,2,2,0,0,1,25,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Andrew Davey,12,2nd Row,56,0,0,0,0,0,0.0,0,0,32,10,82,0,28,0,0,0,0,3,10,0,3.03,0,0,0,1,0,1,12,0.1,82.76,24,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,56,0
J'maine Hopgood,13,Lock,64,0,0,0,0,0,0.0,0,0,49,18,150,0,43,0,0,0,0,2,15,0,2.94,0,0,0,2,3,9,24,0.5,80.49,33,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,63,0
Ofahiki Ogden,14,Interchange,29,0,0,0,0,0,0.0,0,0,32,12,136,27,44,0,0,0,0,4,9,0,2.95,0,0,0,0,0,1,12,0.08,91.67,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9
Brendan Hands,15,Hooker,80,0,0,0,0,0,0.0,0,0,35,9,96,0,20,0,0,0,0,1,5,0,3.29,4,53,0,0,3,127,136,14.11,85.0,34,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
