Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
14,Panthers,26,Dragons,18,Dylan Edwards,0
14,Panthers,26,Dragons,18,Sunia Turuva,1
14,Panthers,26,Dragons,18,Stephen Crichton,0
14,Panthers,26,Dragons,18,Izack Tago,0
14,Panthers,26,Dragons,18,Brian To'o,2
14,Panthers,26,Dragons,18,Jarome Luai,0
14,Panthers,26,Dragons,18,Nathan Cleary captain,0
14,Panthers,26,Dragons,18,Moses Leota,1
14,Panthers,26,Dragons,18,Mitch Kenny,0
14,Panthers,26,Dragons,18,James Fisher-Harris,0
14,Panthers,26,Dragons,18,Scott Sorensen,0
14,Panthers,26,Dragons,18,Zac Hosking,0
14,Panthers,26,Dragons,18,Isaah Yeo,0
14,Panthers,26,Dragons,18,Tyrell Sloan,0
14,Panthers,26,Dragons,18,Mathew Feagai,0
14,Panthers,26,Dragons,18,Mosese Suli,0
14,Panthers,26,Dragons,18,Zac Lomax,1
14,Panthers,26,Dragons,18,Mikaele Ravalawa,2
14,Panthers,26,Dragons,18,Jayden Sullivan,0
14,Panthers,26,Dragons,18,Ben Hunt captain,0
14,Panthers,26,Dragons,18,Francis Molo,0
14,Panthers,26,Dragons,18,Jacob Liddle,0
14,Panthers,26,Dragons,18,Michael Molo,0
14,Panthers,26,Dragons,18,Billy Burns,0
14,Panthers,26,Dragons,18,Jaydn Su'a,0
14,Panthers,26,Dragons,18,Jack De Belin,0
