Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
18,Cowboys,74,Wests Tigers,0,Scott Drinkwater,2
18,Cowboys,74,Wests Tigers,0,Semi Valemei,2
18,Cowboys,74,Wests Tigers,0,Valentine Holmes,2
18,Cowboys,74,Wests Tigers,0,Peta Hiku,0
18,Cowboys,74,Wests Tigers,0,Murray Taulagi,3
18,Cowboys,74,Wests Tigers,0,Tom Dearden,1
18,Cowboys,74,Wests Tigers,0,Chad Townsend captain,0
18,Cowboys,74,Wests Tigers,0,Jordan McLean,1
18,Cowboys,74,Wests Tigers,0,Reece Robson,0
18,Cowboys,74,Wests Tigers,0,Coen Hess,0
18,Cowboys,74,Wests Tigers,0,Luciano Leilua,1
18,Cowboys,74,Wests Tigers,0,Jeremiah Nanai,1
18,Cowboys,74,Wests Tigers,0,Reuben Cotter,0
18,Cowboys,74,Wests Tigers,0,Jahream Bula,0
18,Cowboys,74,Wests Tigers,0,David Nofoaluma,0
18,Cowboys,74,Wests Tigers,0,Brent Naden,0
18,Cowboys,74,Wests Tigers,0,Starford To'a,0
18,Cowboys,74,Wests Tigers,0,Junior Tupou,0
18,Cowboys,74,Wests Tigers,0,Daine Laurie,0
18,Cowboys,74,Wests Tigers,0,Brandon Wakeham,0
18,Cowboys,74,Wests Tigers,0,Stefano Utoikamanu,0
18,Cowboys,74,Wests Tigers,0,Jake Simpkin,0
18,Cowboys,74,Wests Tigers,0,David Klemmer,0
18,Cowboys,74,Wests Tigers,0,Isaiah Papali'i,0
18,Cowboys,74,Wests Tigers,0,Shawn Blore,0
18,Cowboys,74,Wests Tigers,0,John Bateman captain,0
