Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Charnze Nicoll-Klokstad,1,Fullback,80,0,0,0,0,0,0.0,0,0,39,18,189,38,39,1,1,0,0,3,1,0,3.0,1,12,0,1,1,23,39,1.28,83.33,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
Dallin Watene-Zelezniak,2,Winger,80,8,2,0,0,0,0.0,0,0,53,16,217,8,48,1,0,0,0,4,1,0,2.89,0,0,0,0,0,1,19,0.06,83.33,5,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Rocco Berry,3,Centre,13,0,0,0,0,0,0.0,0,0,8,3,29,0,17,0,0,0,0,0,0,0,1.84,0,0,0,0,0,1,3,0.33,100.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Adam Pompey,4,Centre,80,0,0,0,0,0,0.0,0,0,40,10,85,11,30,0,1,0,0,2,0,0,3.62,0,0,0,2,0,2,9,0.2,84.21,16,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Marcelo Montoya,5,Winger,65,0,0,0,0,0,0.0,0,0,12,12,116,51,21,1,0,0,0,1,1,0,2.96,0,0,0,0,0,4,17,0.33,54.55,6,5,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,47,17
Luke Metcalf,6,Five-Eighth,80,4,1,0,0,0,0.0,0,0,37,7,72,0,11,0,0,0,0,0,0,0,3.73,1,9,0,0,2,25,32,3.57,90.32,28,1,2,0,0,1,18,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,80,0
Shaun Johnson,7,Halfback,80,18,2,5,5,0,100.0,0,0,94,12,112,0,17,2,1,0,0,5,0,0,4.18,1,14,0,0,6,41,59,3.42,93.1,27,1,1,0,0,13,388,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Addin Fonua-Blake,8,Prop,65,0,0,0,0,0,0.0,0,0,52,19,181,53,67,0,0,0,0,1,16,0,3.9,0,0,0,1,0,1,20,0.05,93.75,30,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,14
Wayde Egan,9,Hooker,73,0,0,0,0,0,0.0,0,0,53,8,70,0,22,0,2,0,0,0,0,0,4.12,8,70,0,1,5,106,112,13.25,100.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
Bunty Afoa,10,Prop,27,0,0,0,0,0,0.0,0,0,28,7,64,18,36,0,0,0,0,1,6,0,4.19,0,0,0,0,0,0,8,0.0,100.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,20,7
Jackson Ford,11,2nd Row,80,0,0,0,0,0,0.0,0,0,52,17,122,0,37,0,0,0,0,0,17,0,3.83,0,0,0,0,2,1,18,0.06,92.68,38,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Marata Niukore,12,2nd Row,80,0,0,0,0,0,0.0,0,0,54,14,160,0,55,2,0,1,0,2,10,0,3.57,0,0,0,0,0,1,15,0.07,82.5,33,3,4,0,0,1,29,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,80,0
Tohu Harris,13,Lock,72,0,0,0,0,0,0.0,0,0,52,13,120,0,49,0,0,0,0,0,11,0,3.46,0,0,0,0,8,23,34,1.77,95.24,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
