Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Dylan Edwards,1,Fullback,80,4,0,2,2,0,100.0,0,0,32,19,175,102,29,0,0,0,0,2,0,0,3.04,1,6,0,1,0,26,43,1.37,72.73,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,80,0
Sunia Turuva,2,Winger,80,0,0,0,0,0,0.0,0,0,20,13,127,10,35,0,0,0,0,3,1,0,3.6,0,0,0,0,0,0,17,0.0,81.82,9,1,1,0,1,1,20,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,80,0
Izack Tago,3,Centre,80,8,2,0,0,0,0.0,0,0,97,15,200,0,36,2,2,2,0,7,1,0,3.29,2,28,0,2,0,4,16,0.27,80.0,16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Jarome Luai,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,58,18,133,0,10,1,0,0,0,7,1,0,3.43,1,6,0,2,1,39,55,2.17,82.61,19,3,1,0,0,8,226,0,4,2,0,0,0,0,0,0,0,0,1,2,0,0,0,80,0
Jack Cogger,7,Halfback,70,0,0,0,3,0,0.0,0,0,45,12,84,0,12,0,1,0,0,3,1,0,2.44,0,0,0,1,0,26,41,2.17,96.3,26,1,0,0,0,10,264,0,3,0,0,0,2,0,0,0,0,2,0,0,0,1,0,70,0
Moses Leota,8,Prop,43,4,1,0,0,0,0.0,0,0,46,12,129,52,37,0,0,0,0,1,8,0,3.66,0,0,0,2,0,1,13,0.08,88.0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26
Mitch Kenny,9,Hooker,68,0,0,0,0,0,0.0,0,0,38,4,30,0,0,0,0,0,0,0,0,0,2.48,4,30,0,2,0,96,99,24.0,88.64,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,0
James Fisher-Harris,10,Prop,46,0,0,0,0,0,0.0,0,0,41,15,134,0,49,0,0,0,0,2,14,0,2.86,0,0,0,0,0,3,17,0.2,100.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18
Scott Sorensen,11,2nd Row,80,0,0,0,0,0,0.0,0,0,51,14,113,0,45,0,0,0,0,2,13,0,2.62,0,0,0,2,0,3,16,0.21,94.74,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Soni Luke,14,Interchange,12,0,0,0,0,0,0.0,0,0,9,3,25,0,4,0,0,0,0,0,1,0,2.22,2,22,0,1,0,25,28,8.33,75.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Lindsay Smith,15,Interchange,49,0,0,0,0,0,0.0,0,0,35,12,107,13,29,0,0,0,0,0,10,0,2.94,0,0,0,0,0,7,18,0.58,93.94,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,44,3
Spencer Leniu,16,Interchange,27,0,0,0,0,0,0.0,0,0,25,6,66,16,16,0,0,0,0,1,5,0,2.74,0,0,0,0,0,0,6,0.0,95.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Jaeman Salmon,17,Interchange,27,0,0,0,0,0,0.0,0,0,6,8,57,0,18,0,0,0,0,0,7,0,3.52,0,0,0,0,1,5,15,0.63,81.25,13,3,0,0,0,1,4,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,18,7
