Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Scott Drinkwater,1,Fullback,80,4,1,0,0,0,0.0,0,0,75,22,155,44,17,1,3,2,0,4,0,0,3.48,0,0,0,0,0,29,54,1.32,84.62,11,1,1,0,4,6,176,1,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Kyle Feldt,2,Winger,80,8,2,0,0,0,0.0,0,0,56,21,175,0,51,2,0,0,0,2,0,0,3.51,0,0,0,1,0,7,25,0.33,100.0,9,0,0,0,1,2,41,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Zac Laybutt,3,Centre,80,0,0,0,0,0,0.0,0,0,16,16,121,0,34,0,0,0,0,0,1,0,3.8,1,8,0,0,0,7,23,0.44,72.73,8,3,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Peta Hiku,4,Centre,80,0,0,0,0,0,0.0,0,0,40,20,208,8,53,1,0,0,0,3,0,0,3.56,1,5,0,1,1,3,21,0.15,77.27,17,5,0,0,1,1,19,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Robert Derby,5,Winger,80,0,0,0,0,0,0.0,0,0,28,25,215,49,61,0,0,0,0,4,2,0,3.52,3,24,0,0,0,2,26,0.08,33.33,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Ben Hampton,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,18,3,26,0,8,0,0,0,0,0,0,0,4.2,1,10,0,0,1,27,30,9.0,77.27,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Chad Townsend,7,Halfback,80,4,0,2,3,0,66.67,0,0,54,7,47,0,1,0,0,0,0,0,0,0,5.08,0,0,0,0,2,42,65,6.0,92.0,23,2,0,0,0,20,701,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,80,0
Jordan McLean,8,Prop,47,0,0,0,0,0,0.0,0,0,44,11,125,0,56,0,0,0,0,0,10,0,2.87,0,0,0,0,0,7,17,0.64,94.87,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,22
Reece Robson,9,Hooker,80,0,0,0,0,0,0.0,0,0,71,5,64,0,12,1,0,0,0,2,3,0,3.84,2,22,0,1,3,104,109,20.8,96.49,55,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
Coen Hess,10,Prop,41,0,0,0,0,0,0.0,0,0,59,12,101,42,13,0,1,0,0,3,8,0,2.66,0,0,0,3,0,1,13,0.08,91.67,33,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,24,15
Luciano Leilua,11,Interchange,46,0,0,0,0,0,0.0,0,0,29,12,96,0,23,0,0,0,0,4,11,0,2.85,0,0,0,1,0,5,15,0.42,77.78,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
Heilum Luki,12,2nd Row,71,0,0,0,0,0,0.0,0,0,60,12,97,0,30,0,1,1,0,2,12,0,3.74,0,0,0,2,0,0,12,0.0,96.97,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
Jake Granville,13,Lock,56,0,0,0,0,0,0.0,0,0,55,10,93,0,28,0,0,0,0,2,9,0,3.07,0,0,0,0,1,7,15,0.7,88.46,46,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21
