Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
2,Broncos,28,Cowboys,16,Reece Walsh,1
2,Broncos,28,Cowboys,16,Corey Oates,0
2,Broncos,28,Cowboys,16,Kotoni Staggs,1
2,Broncos,28,Cowboys,16,Herbie Farnworth,0
2,Broncos,28,Cowboys,16,Selwyn Cobbo,0
2,Broncos,28,Cowboys,16,Ezra Mam,2
2,Broncos,28,Cowboys,16,Adam Reynolds captain,0
2,Broncos,28,Cowboys,16,Corey Jensen,0
2,Broncos,28,Cowboys,16,Billy Walters,0
2,Broncos,28,Cowboys,16,Payne Haas,0
2,Broncos,28,Cowboys,16,Kurt Capewell,1
2,Broncos,28,Cowboys,16,Jordan Riki,0
2,Broncos,28,Cowboys,16,Patrick Carrigan,0
2,Broncos,28,Cowboys,16,Scott Drinkwater,0
2,Broncos,28,Cowboys,16,Kyle Feldt,0
2,Broncos,28,Cowboys,16,Valentine Holmes,0
2,Broncos,28,Cowboys,16,Peta Hiku,0
2,Broncos,28,Cowboys,16,Murray Taulagi,0
2,Broncos,28,Cowboys,16,Tom Dearden,0
2,Broncos,28,Cowboys,16,Chad Townsend captain,0
2,Broncos,28,Cowboys,16,Jordan McLean,0
2,Broncos,28,Cowboys,16,Reece Robson,0
2,Broncos,28,Cowboys,16,Reuben Cotter,0
2,Broncos,28,Cowboys,16,Coen Hess,0
2,Broncos,28,Cowboys,16,Jeremiah Nanai,2
2,Broncos,28,Cowboys,16,Jason Taumalolo,0
