Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
William Kennedy,1,Fullback,80,4,1,0,0,0,0.0,0,0,54,18,212,49,27,1,0,0,0,3,0,0,3.74,1,13,0,1,1,6,25,0.33,83.33,10,2,0,0,4,3,41,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,80,0
Sione Katoa,2,Winger,80,0,0,0,0,0,0.0,0,0,35,18,195,15,58,0,0,0,0,7,0,0,3.56,1,6,0,1,0,6,23,0.33,40.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Jesse Ramien,3,Centre,80,0,0,0,0,0,0.0,0,0,50,23,218,1,72,0,0,0,0,4,1,0,3.9,1,14,0,3,0,6,27,0.26,86.67,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Siosifa Talakai,4,Centre,80,4,1,0,0,0,0.0,0,0,33,17,190,0,52,1,1,0,0,2,1,0,3.24,0,0,0,0,0,5,21,0.29,62.5,10,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Ronaldo Mulitalo,5,Winger,80,0,0,0,0,0,0.0,0,0,30,18,193,34,35,2,0,0,0,1,0,0,3.74,0,0,0,1,0,5,25,0.28,100.0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,80,0
Matt Moylan,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,28,12,109,0,21,0,0,0,0,1,0,0,3.3,0,0,0,0,1,41,54,3.42,84.62,22,4,0,0,0,5,79,0,3,1,0,0,0,0,1,1,0,1,0,0,1,0,0,80,0
Nicholas Hynes,7,Halfback,80,4,0,2,2,0,100.0,0,0,64,19,156,2,3,0,4,1,0,3,0,0,3.08,0,0,0,1,0,70,90,3.68,76.92,20,4,2,0,0,15,314,1,2,4,0,0,2,0,1,1,0,0,0,0,0,0,0,80,0
Oregon Kaufusi,8,Prop,45,0,0,0,0,0,0.0,0,0,31,12,108,11,37,0,0,0,0,0,11,0,3.63,0,0,0,2,0,1,15,0.08,92.0,23,2,0,0,0,1,28,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,29,16
Blayke Brailey,9,Hooker,80,0,0,0,0,0,0.0,0,0,43,6,48,0,4,0,0,0,0,0,0,0,2.95,6,48,0,0,1,129,135,21.5,89.29,50,5,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,80,0
Royce Hunt,10,Prop,39,0,0,0,0,0,0.0,0,0,32,10,93,0,38,0,0,0,0,0,9,0,2.87,0,0,0,2,0,2,11,0.2,84.0,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,14
Briton Nikora,11,2nd Row,80,0,0,0,0,0,0.0,0,0,58,14,111,0,22,1,0,0,0,2,13,0,3.64,0,0,0,3,1,6,17,0.43,82.22,37,3,5,0,0,1,15,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Teig Wilton,12,2nd Row,67,0,0,0,0,0,0.0,0,0,50,12,110,0,26,0,0,0,0,0,10,0,3.93,0,0,0,0,0,3,13,0.25,90.7,39,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20
Dale Finucane,13,Lock,48,0,0,0,0,0,0.0,0,0,24,10,92,0,23,0,0,0,0,1,10,0,3.35,0,0,0,0,1,4,14,0.4,85.19,23,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,30,17
