Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Reece Walsh,1,Fullback,80,0,0,0,0,0,0.0,0,0,59,12,120,19,23,0,3,1,0,2,1,0,4.15,0,0,0,3,3,16,30,1.33,88.89,8,1,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,80,0
Jesse Arthars,2,Winger,80,4,1,0,0,0,0.0,0,0,43,12,111,38,34,1,0,0,0,4,0,0,3.27,0,0,0,0,0,0,18,0.0,80.0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,80,0
Kotoni Staggs,3,Centre,80,4,1,0,0,0,0.0,0,0,60,18,222,49,54,1,0,1,0,8,1,0,4.31,1,10,0,0,1,2,20,0.11,69.23,9,2,2,0,2,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Herbie Farnworth,4,Centre,80,4,1,0,0,0,0.0,0,0,64,14,128,0,49,1,0,0,0,7,0,0,4.12,0,0,0,2,0,3,15,0.21,85.71,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Ezra Mam,6,Five-Eighth,80,4,1,0,0,0,0.0,0,0,33,12,108,6,17,0,1,0,0,0,0,0,3.26,0,0,0,2,3,23,34,1.92,63.16,24,8,6,0,1,1,18,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Adam Reynolds,7,Halfback,80,4,0,2,4,0,50.0,0,0,50,9,72,0,2,0,0,0,0,1,0,0,5.22,0,0,0,0,6,39,59,4.33,83.87,26,2,3,0,0,17,486,1,5,3,0,0,1,0,1,1,0,0,1,0,0,0,0,80,0
Thomas Flegler,8,Prop,41,0,0,0,0,0,0.0,0,0,41,10,90,0,35,0,0,0,0,3,9,0,4.02,1,6,0,2,0,1,12,0.1,84.62,22,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,17
Billy Walters,9,Hooker,58,0,0,0,0,0,0.0,0,0,50,7,49,0,17,0,0,0,0,3,3,0,3.73,4,34,0,1,4,85,93,12.14,91.67,33,1,2,0,0,2,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4
Payne Haas,10,Prop,56,0,0,0,0,0,0.0,0,0,47,17,185,0,84,0,0,0,0,1,17,0,3.16,0,0,0,0,0,0,17,0.0,82.5,33,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
Kurt Capewell,11,2nd Row,62,0,0,0,0,0,0.0,0,0,44,10,90,0,32,0,0,0,0,0,10,0,3.24,0,0,0,0,1,5,15,0.5,90.48,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,62,0
Jordan Riki,12,2nd Row,80,0,0,0,0,0,0.0,0,0,59,12,153,84,40,0,0,0,0,1,10,0,3.46,0,0,0,0,0,1,14,0.08,95.12,39,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Patrick Carrigan,13,Lock,50,0,0,0,0,0,0.0,0,0,47,15,150,0,46,0,0,0,0,1,12,0,2.84,0,0,0,1,0,9,21,0.6,83.33,30,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22
Cory Paix,14,Interchange,22,0,0,0,0,0,0.0,0,0,18,2,24,0,4,0,0,0,0,0,0,0,3.46,2,24,0,0,1,26,28,13.0,88.89,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
