Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
17,Roosters,18,Raiders,20,James Tedesco captain,0
17,Roosters,18,Raiders,20,Daniel Tupou,0
17,Roosters,18,Raiders,20,Billy Smith,0
17,Roosters,18,Raiders,20,Joseph Manu,2
17,Roosters,18,Raiders,20,Fetalaiga Pauga,0
17,Roosters,18,Raiders,20,Luke Keary,0
17,Roosters,18,Raiders,20,Sandon Smith,0
17,Roosters,18,Raiders,20,Jared Waerea-Hargreaves,0
17,Roosters,18,Raiders,20,Jake Turpin,0
17,Roosters,18,Raiders,20,Lindsay Collins,1
17,Roosters,18,Raiders,20,Egan Butcher,0
17,Roosters,18,Raiders,20,Angus Crichton,0
17,Roosters,18,Raiders,20,Victor Radley,0
17,Roosters,18,Raiders,20,Sebastian Kris,0
17,Roosters,18,Raiders,20,Albert Hopoate,1
17,Roosters,18,Raiders,20,Jarrod Croker captain,0
17,Roosters,18,Raiders,20,Matthew Timoko,1
17,Roosters,18,Raiders,20,Jordan Rapana,0
17,Roosters,18,Raiders,20,Jack Wighton,1
17,Roosters,18,Raiders,20,Jamal Fogarty,0
17,Roosters,18,Raiders,20,Josh Papalii,0
17,Roosters,18,Raiders,20,Zac Woolford,0
17,Roosters,18,Raiders,20,Joseph Tapine,0
17,Roosters,18,Raiders,20,Hudson Young,0
17,Roosters,18,Raiders,20,Elliott Whitehead,0
17,Roosters,18,Raiders,20,Corey Horsburgh,0
