Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
14,Sharks,12,Broncos,20,William Kennedy,1
14,Sharks,12,Broncos,20,Sione Katoa,0
14,Sharks,12,Broncos,20,Jesse Ramien,0
14,Sharks,12,Broncos,20,Siosifa Talakai,1
14,Sharks,12,Broncos,20,Ronaldo Mulitalo,0
14,Sharks,12,Broncos,20,Matt Moylan,0
14,Sharks,12,Broncos,20,Nicholas Hynes,0
14,Sharks,12,Broncos,20,Oregon Kaufusi,0
14,Sharks,12,Broncos,20,Blayke Brailey,0
14,Sharks,12,Broncos,20,Royce Hunt,0
14,Sharks,12,Broncos,20,Briton Nikora,0
14,Sharks,12,Broncos,20,Teig Wilton,0
14,Sharks,12,Broncos,20,Dale Finucane captain,0
14,Sharks,12,Broncos,20,Reece Walsh,0
14,Sharks,12,Broncos,20,Jesse Arthars,1
14,Sharks,12,Broncos,20,Kotoni Staggs,1
14,Sharks,12,Broncos,20,Herbie Farnworth,1
14,Sharks,12,Broncos,20,Corey Oates,0
14,Sharks,12,Broncos,20,Ezra Mam,1
14,Sharks,12,Broncos,20,Adam Reynolds captain,0
14,Sharks,12,Broncos,20,Thomas Flegler,0
14,Sharks,12,Broncos,20,Billy Walters,0
14,Sharks,12,Broncos,20,Payne Haas,0
14,Sharks,12,Broncos,20,Kurt Capewell,0
14,Sharks,12,Broncos,20,Jordan Riki,0
14,Sharks,12,Broncos,20,Patrick Carrigan,0
