Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Scott Drinkwater,1,Fullback,89,8,2,0,0,0,0.0,0,0,57,17,200,52,32,1,0,0,0,7,0,0,3.67,2,26,0,0,4,21,39,1.24,70.0,7,3,0,0,1,3,118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,0
Kyle Feldt,2,Winger,89,4,1,0,0,0,0.0,0,0,54,25,259,69,86,2,0,1,0,4,1,0,3.43,0,0,0,1,0,3,28,0.12,66.67,2,1,0,0,0,1,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,89,0
Zac Laybutt,3,Centre,89,0,0,0,0,0,0.0,0,0,32,12,109,0,22,0,2,1,0,0,1,0,3.57,0,0,0,1,1,5,14,0.42,100.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,89,0
Peta Hiku,4,Centre,89,0,0,0,0,0,0.0,0,0,26,16,108,11,30,0,0,0,0,2,0,0,4.09,1,6,0,0,0,0,16,0.0,76.92,20,4,2,0,0,1,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,89,0
Semi Valemei,5,Winger,89,0,0,0,0,0,0.0,0,0,23,19,166,23,53,0,0,0,0,3,0,0,4.04,2,16,0,1,0,2,24,0.11,50.0,3,2,1,0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,89,0
Tom Dearden,6,Five-Eighth,89,4,1,0,0,0,0.0,0,0,69,12,126,0,25,2,0,1,0,6,0,0,4.47,2,35,0,1,2,35,47,2.92,91.3,21,2,0,0,2,1,38,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,89,0
Chad Townsend,7,Halfback,89,7,0,3,4,0,75.0,1,0,42,3,11,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,3,39,59,13.0,76.0,19,4,2,0,0,16,534,0,8,1,0,0,0,0,0,0,0,3,0,0,0,0,0,89,0
Jordan McLean,8,Prop,43,0,0,0,0,0,0.0,0,0,35,11,100,13,38,0,0,0,0,1,10,0,2.99,0,0,0,0,2,1,12,0.09,89.29,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28
Jake Granville,9,Hooker,89,0,0,0,0,0,0.0,0,0,37,2,15,0,2,0,1,1,0,0,0,0,3.8,2,15,0,0,1,109,108,54.5,79.1,53,11,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,89,0
Coen Hess,10,Prop,45,0,0,0,0,0,0.0,0,0,30,9,80,9,30,0,0,0,0,1,8,0,3.12,0,0,0,0,0,1,10,0.11,81.82,36,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,14
Luciano Leilua,11,2nd Row,89,0,0,0,0,0,0.0,0,0,54,13,124,0,41,0,0,0,0,5,12,0,3.78,0,0,0,1,0,8,18,0.62,93.75,30,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,89,0
Heilum Luki,12,2nd Row,49,0,0,0,0,0,0.0,0,0,22,6,50,0,16,0,0,0,0,0,6,0,3.54,0,0,0,0,0,0,6,0.0,82.86,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0
Jason Taumalolo,13,Interchange,56,0,0,0,0,0,0.0,0,0,44,17,203,0,76,1,0,0,0,4,16,0,3.29,1,20,0,0,1,2,19,0.12,76.47,26,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19
