Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
15,Raiders,14,Warriors,36,Sebastian Kris,0
15,Raiders,14,Warriors,36,Albert Hopoate,0
15,Raiders,14,Warriors,36,Jarrod Croker captain,0
15,Raiders,14,Warriors,36,Matthew Timoko,0
15,Raiders,14,Warriors,36,Jordan Rapana,0
15,Raiders,14,Warriors,36,Jack Wighton,1
15,Raiders,14,Warriors,36,Jamal Fogarty,0
15,Raiders,14,Warriors,36,Josh Papali'i,1
15,Raiders,14,Warriors,36,Zac Woolford,0
15,Raiders,14,Warriors,36,Joseph Tapine,0
15,Raiders,14,Warriors,36,Hudson Young,0
15,Raiders,14,Warriors,36,Elliott Whitehead,0
15,Raiders,14,Warriors,36,Corey Horsburgh,0
15,Raiders,14,Warriors,36,Charnze Nicoll-Klokstad,1
15,Raiders,14,Warriors,36,Dallin Watene-Zelezniak,1
15,Raiders,14,Warriors,36,Ali Leiataua,0
15,Raiders,14,Warriors,36,Adam Pompey,0
15,Raiders,14,Warriors,36,Marcelo Montoya,0
15,Raiders,14,Warriors,36,Luke Metcalf,1
15,Raiders,14,Warriors,36,Shaun Johnson,1
15,Raiders,14,Warriors,36,Addin Fonua-Blake,0
15,Raiders,14,Warriors,36,Wayde Egan,1
15,Raiders,14,Warriors,36,Bunty Afoa,0
15,Raiders,14,Warriors,36,Jackson Ford,0
15,Raiders,14,Warriors,36,Marata Niukore,0
15,Raiders,14,Warriors,36,Tohu Harris captain,0
