Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
20,Eels,25,Titans,24,Clinton Gutherson captain,0
20,Eels,25,Titans,24,Maika Sivo,0
20,Eels,25,Titans,24,Will Penisini,1
20,Eels,25,Titans,24,Bailey Simonsson,0
20,Eels,25,Titans,24,Sean Russell,0
20,Eels,25,Titans,24,Daejarn Asi,0
20,Eels,25,Titans,24,Mitchell Moses,0
20,Eels,25,Titans,24,Reagan Campbell-Gillard,1
20,Eels,25,Titans,24,Brendan Hands,0
20,Eels,25,Titans,24,Junior Paulo,0
20,Eels,25,Titans,24,Shaun Lane,0
20,Eels,25,Titans,24,Bryce Cartwright,1
20,Eels,25,Titans,24,J'maine Hopgood,0
20,Eels,25,Titans,24,Jayden Campbell,0
20,Eels,25,Titans,24,Alofiana Khan-Pereira,2
20,Eels,25,Titans,24,Brian Kelly,0
20,Eels,25,Titans,24,Jojo Fifita,0
20,Eels,25,Titans,24,Phillip Sami,1
20,Eels,25,Titans,24,Kieran Foran,0
20,Eels,25,Titans,24,Tanah Boyd,1
20,Eels,25,Titans,24,Moeaki Fotuaika,0
20,Eels,25,Titans,24,Sam Verrills,0
20,Eels,25,Titans,24,Chris Randall,0
20,Eels,25,Titans,24,David Fifita,0
20,Eels,25,Titans,24,Klese Haas,0
20,Eels,25,Titans,24,Isaac Liu,0
