Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
11,Panthers,48,Roosters,4,Dylan Edwards,1
11,Panthers,48,Roosters,4,Sunia Turuva,1
11,Panthers,48,Roosters,4,Tyrone Peachey,2
11,Panthers,48,Roosters,4,Stephen Crichton,0
11,Panthers,48,Roosters,4,Brian To'o,1
11,Panthers,48,Roosters,4,Jarome Luai,1
11,Panthers,48,Roosters,4,Nathan Cleary captain,0
11,Panthers,48,Roosters,4,Moses Leota,0
11,Panthers,48,Roosters,4,Mitch Kenny,0
11,Panthers,48,Roosters,4,James Fisher-Harris,0
11,Panthers,48,Roosters,4,Scott Sorensen,2
11,Panthers,48,Roosters,4,Zac Hosking,0
11,Panthers,48,Roosters,4,Isaah Yeo,0
11,Panthers,48,Roosters,4,James Tedesco captain,0
11,Panthers,48,Roosters,4,Corey Allan,1
11,Panthers,48,Roosters,4,Joseph-Aukuso Suaalii,0
11,Panthers,48,Roosters,4,Billy Smith,0
11,Panthers,48,Roosters,4,Jaxson Paulo,0
11,Panthers,48,Roosters,4,Joseph Manu,0
11,Panthers,48,Roosters,4,Luke Keary,0
11,Panthers,48,Roosters,4,Jared Waerea-Hargreaves,0
11,Panthers,48,Roosters,4,Jake Turpin,0
11,Panthers,48,Roosters,4,Lindsay Collins,0
11,Panthers,48,Roosters,4,Angus Crichton,0
11,Panthers,48,Roosters,4,Nat Butcher,0
11,Panthers,48,Roosters,4,Victor Radley,0
