Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
James Tedesco,1,Fullback,80,0,0,0,0,0,0.0,0,0,45,22,238,98,66,0,0,0,0,3,0,0,3.82,1,17,0,1,2,18,39,0.82,100.0,7,0,0,0,4,2,34,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,80,0
Corey Allan,2,Winger,80,0,0,0,0,0,0.0,0,0,28,15,131,30,39,2,0,0,0,3,1,0,3.5,0,0,0,0,0,6,22,0.4,66.67,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,0
Joseph-Aukuso Suaalii,3,Centre,80,2,0,1,1,0,100.0,0,0,13,6,33,0,5,0,0,0,0,0,0,0,3.25,0,0,0,0,0,3,8,0.5,80.0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Drew Hutchison,4,Interchange,7,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,8,8,0.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Jaxson Paulo,5,Winger,80,0,0,0,0,0,0.0,0,0,27,14,167,98,36,0,0,0,0,2,0,0,3.56,0,0,0,0,0,0,14,0.0,50.0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0
Joseph Manu,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,50,14,125,0,51,0,1,0,0,5,0,0,3.52,0,0,0,2,5,20,38,1.43,81.58,31,7,0,0,0,4,97,2,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0,80,0
Luke Keary,7,Halfback,80,0,0,0,0,0,0.0,0,0,44,14,117,0,17,1,1,1,0,1,0,0,2.89,0,0,0,1,5,45,63,3.21,77.78,21,4,2,0,0,11,348,0,2,2,0,0,0,1,4,2,0,0,0,0,0,0,0,80,0
Jared Waerea-Hargreaves,8,Interchange,31,0,0,0,0,0,0.0,0,0,21,6,54,0,21,0,0,0,0,0,6,0,3.55,0,0,0,0,0,3,9,0.5,84.62,22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Brandon Smith,9,Hooker,69,0,0,0,0,0,0.0,0,0,52,6,64,0,19,0,0,0,0,4,1,0,3.16,5,60,0,0,3,74,80,12.33,86.96,40,3,3,0,0,2,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,7
Lindsay Collins,10,Prop,49,0,0,0,0,0,0.0,0,0,46,11,98,10,29,0,0,0,0,4,10,0,3.13,0,0,0,0,0,0,12,0.0,90.91,30,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,22
Egan Butcher,11,2nd Row,13,0,0,0,0,0,0.0,0,0,13,2,18,0,4,0,0,0,0,0,2,0,1.88,0,0,0,0,1,0,2,0.0,100.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Nat Butcher,12,2nd Row,80,0,0,0,0,0,0.0,0,0,45,5,40,0,15,0,0,0,0,0,5,0,2.64,0,0,0,0,0,1,8,0.2,92.73,51,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Victor Radley,13,Lock,78,0,0,0,0,0,0.0,0,0,38,17,115,0,27,0,0,0,0,0,11,0,3.05,1,6,0,0,1,32,44,1.88,91.11,41,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,77,0
