Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
10,Warriors,6,Panthers,18,Charnze Nicoll-Klokstad,0
10,Warriors,6,Panthers,18,Dallin Watene-Zelezniak,0
10,Warriors,6,Panthers,18,Marcelo Montoya,0
10,Warriors,6,Panthers,18,Adam Pompey,0
10,Warriors,6,Panthers,18,Edward Kosi,0
10,Warriors,6,Panthers,18,Dylan Walker,0
10,Warriors,6,Panthers,18,Shaun Johnson,0
10,Warriors,6,Panthers,18,Addin Fonua-Blake,1
10,Warriors,6,Panthers,18,Freddy Lussick,0
10,Warriors,6,Panthers,18,Bunty Afoa,0
10,Warriors,6,Panthers,18,Jackson Ford,0
10,Warriors,6,Panthers,18,Marata Niukore,0
10,Warriors,6,Panthers,18,Tohu Harris captain,0
10,Warriors,6,Panthers,18,Dylan Edwards,1
10,Warriors,6,Panthers,18,Sunia Turuva,0
10,Warriors,6,Panthers,18,Tyrone Peachey,0
10,Warriors,6,Panthers,18,Stephen Crichton,0
10,Warriors,6,Panthers,18,Brian To'o,1
10,Warriors,6,Panthers,18,Jarome Luai,0
10,Warriors,6,Panthers,18,Nathan Cleary captain,0
10,Warriors,6,Panthers,18,Moses Leota,0
10,Warriors,6,Panthers,18,Mitch Kenny,0
10,Warriors,6,Panthers,18,James Fisher-Harris,0
10,Warriors,6,Panthers,18,Scott Sorensen,0
10,Warriors,6,Panthers,18,Zac Hosking,0
10,Warriors,6,Panthers,18,Isaah Yeo,0
