Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Reece Walsh,1,Fullback,80,0,0,0,0,0,0.0,0,0,7,17,168,68,26,0,0,0,0,1,0,0,4.62,1,10,0,2,2,19,35,1.12,0.0,0,5,0,0,1,4,120,1,0,1,0,0,1,0,5,5,0,2,0,0,0,0,0,80,0
Corey Oates,2,Winger,80,0,0,0,0,0,0.0,0,0,34,21,221,18,65,0,0,0,0,6,0,0,3.39,0,0,0,0,0,1,24,0.05,50.0,1,1,0,0,5,1,29,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Kotoni Staggs,3,Centre,80,0,0,0,0,0,0.0,0,0,21,6,49,0,8,0,0,0,0,3,1,0,3.83,0,0,0,0,0,5,10,0.83,80.77,21,5,0,0,0,1,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Herbie Farnworth,4,Centre,80,0,0,0,0,0,0.0,0,0,54,16,157,0,55,1,0,0,0,7,2,0,3.83,0,0,0,2,0,2,16,0.13,90.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Selwyn Cobbo,5,Winger,80,0,0,0,0,0,0.0,0,0,41,17,140,34,36,0,1,0,0,8,1,0,3.89,0,0,0,1,0,1,19,0.06,100.0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,80,0
Ezra Mam,6,Five-Eighth,80,4,1,0,0,0,0.0,0,0,36,8,70,0,17,1,0,0,0,4,0,0,4.72,0,0,0,0,3,26,32,3.25,70.37,19,5,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Adam Reynolds,7,Halfback,80,4,0,2,2,0,100.0,0,0,41,10,57,0,0,1,1,0,0,0,0,0,5.28,0,0,0,1,1,37,55,3.7,76.0,19,5,1,0,0,15,475,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,80,0
Thomas Flegler,8,Prop,45,4,1,0,0,0,0.0,0,0,46,11,87,0,34,1,0,0,0,4,11,0,5.02,0,0,0,2,0,1,12,0.09,90.48,19,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,29,15
Billy Walters,9,Hooker,50,0,0,0,0,0,0.0,0,0,37,7,78,0,19,1,0,0,0,2,2,0,4.4,5,61,0,1,7,66,73,9.43,81.82,27,5,1,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
Payne Haas,10,Prop,46,0,0,0,0,0,0.0,0,0,51,14,132,9,47,0,0,0,0,4,13,0,3.36,0,0,0,2,0,3,17,0.21,96.3,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,24
Brendan Piakura,11,2nd Row,80,0,0,0,0,0,0.0,0,0,31,9,73,0,19,1,0,0,0,2,9,0,3.81,0,0,0,0,0,2,11,0.22,85.29,29,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,80,0
Jordan Riki,12,2nd Row,72,0,0,0,0,0,0.0,0,0,49,10,85,0,34,0,0,0,0,3,10,0,3.78,0,0,0,1,1,0,11,0.0,93.75,30,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,71,0
Patrick Carrigan,13,Lock,51,0,0,0,0,0,0.0,0,0,64,17,149,9,49,0,1,1,0,2,12,0,3.67,0,0,0,2,1,10,23,0.59,94.59,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22
