Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
13,Rabbitohs,26,Raiders,33,Blake Taaffe,0
13,Rabbitohs,26,Raiders,33,Alex Johnston,2
13,Rabbitohs,26,Raiders,33,Isaiah Tass,1
13,Rabbitohs,26,Raiders,33,Jed Cartwright,1
13,Rabbitohs,26,Raiders,33,Taane Milne,0
13,Rabbitohs,26,Raiders,33,Cody Walker captain,0
13,Rabbitohs,26,Raiders,33,Lachlan Ilias,0
13,Rabbitohs,26,Raiders,33,Tevita Tatola,0
13,Rabbitohs,26,Raiders,33,Damien Cook,1
13,Rabbitohs,26,Raiders,33,Hame Sele,0
13,Rabbitohs,26,Raiders,33,Jacob Host,0
13,Rabbitohs,26,Raiders,33,Keaon Koloamatangi,0
13,Rabbitohs,26,Raiders,33,Liam Knight,0
13,Rabbitohs,26,Raiders,33,Sebastian Kris,0
13,Rabbitohs,26,Raiders,33,Albert Hopoate,3
13,Rabbitohs,26,Raiders,33,Jarrod Croker captain,0
13,Rabbitohs,26,Raiders,33,Matthew Timoko,0
13,Rabbitohs,26,Raiders,33,Jordan Rapana,0
13,Rabbitohs,26,Raiders,33,Jack Wighton,0
13,Rabbitohs,26,Raiders,33,Jamal Fogarty,0
13,Rabbitohs,26,Raiders,33,Josh Papalii,0
13,Rabbitohs,26,Raiders,33,Zac Woolford,0
13,Rabbitohs,26,Raiders,33,Pasami Saulo,0
13,Rabbitohs,26,Raiders,33,Corey Harawira-Naera,0
13,Rabbitohs,26,Raiders,33,Corey Horsburgh,1
13,Rabbitohs,26,Raiders,33,Joseph Tapine,0
