Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Reuben Garrick,1,Fullback,80,6,0,3,3,0,100.0,0,0,47,19,193,56,48,1,0,1,0,8,0,0,4.49,1,9,0,0,2,18,39,0.95,33.33,1,2,0,0,2,1,19,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Jason Saab,2,Winger,80,0,0,0,0,0,0.0,0,0,18,11,66,15,17,1,0,0,0,1,0,0,4.29,1,3,0,1,0,3,15,0.27,81.82,9,2,0,0,1,1,23,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Brad Parker,3,Centre,80,0,0,0,0,0,0.0,0,0,17,8,56,2,11,0,1,0,0,2,0,0,3.86,0,0,0,1,0,5,8,0.63,47.37,9,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Tolutau Koula,4,Centre,80,0,0,0,0,0,0.0,0,0,19,7,72,0,32,0,0,0,0,2,0,0,4.02,0,0,0,0,0,12,18,1.71,76.19,16,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Christian Tuipulotu,5,Winger,80,0,0,0,0,0,0.0,0,0,27,18,134,2,52,0,0,0,0,5,0,0,3.84,1,11,0,1,1,3,22,0.17,40.0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,0
Joshua Schuster,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,19,8,30,0,7,0,1,1,0,1,0,0,4.06,0,0,0,1,3,35,45,4.38,73.33,11,2,2,0,0,1,9,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,80,0
Daly Cherry-Evans,7,Halfback,80,8,2,0,0,0,0.0,0,0,74,11,103,9,21,0,0,0,0,4,0,0,3.13,0,0,0,0,5,59,89,5.36,80.0,12,2,1,1,1,23,767,1,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,80,0
Taniela Paseka,8,Prop,49,0,0,0,0,0,0.0,0,0,39,21,161,7,66,0,0,0,0,2,20,0,3.74,0,0,0,1,1,1,22,0.05,85.19,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27
Lachlan Croker,9,Hooker,80,0,0,0,0,0,0.0,0,0,66,5,26,0,8,0,0,0,0,1,3,0,4.41,2,17,0,2,4,128,133,25.6,92.45,49,3,1,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Toafofoa Sipley,10,Prop,31,0,0,0,0,0,0.0,0,0,48,18,121,3,44,0,1,0,0,4,17,0,3.23,0,0,0,2,0,0,18,0.0,95.24,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,12
Haumole Olakau'atu,11,2nd Row,80,0,0,0,0,0,0.0,0,0,54,13,115,0,47,0,1,0,0,6,11,0,3.87,0,0,0,0,1,5,14,0.38,93.33,28,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0
Kelma Tuilagi,12,2nd Row,56,0,0,0,0,0,0.0,0,0,49,12,127,0,64,0,0,0,0,7,12,0,4.08,0,0,0,1,0,0,12,0.0,92.0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
Jake Trbojevic,13,Lock,80,0,0,0,0,0,0.0,0,0,46,18,128,0,40,0,0,0,0,0,15,0,3.38,0,0,0,0,5,23,38,1.28,91.89,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
