Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
15,Titans,28,Wests Tigers,12,AJ Brimson,1
15,Titans,28,Wests Tigers,12,Alofiana Khan-Pereira,0
15,Titans,28,Wests Tigers,12,Brian Kelly,0
15,Titans,28,Wests Tigers,12,Aaron Schoupp,0
15,Titans,28,Wests Tigers,12,Phillip Sami,1
15,Titans,28,Wests Tigers,12,Jayden Campbell,1
15,Titans,28,Wests Tigers,12,Tanah Boyd,0
15,Titans,28,Wests Tigers,12,Moeaki Fotuaika,0
15,Titans,28,Wests Tigers,12,Sam Verrills,0
15,Titans,28,Wests Tigers,12,Tino Fa'asuamaleaui captain,0
15,Titans,28,Wests Tigers,12,Klese Haas,1
15,Titans,28,Wests Tigers,12,Joe Stimson,0
15,Titans,28,Wests Tigers,12,Isaac Liu,0
15,Titans,28,Wests Tigers,12,Jahream Bula,1
15,Titans,28,Wests Tigers,12,David Nofoaluma,0
15,Titans,28,Wests Tigers,12,Starford To'a,0
15,Titans,28,Wests Tigers,12,Tommy Talau,0
15,Titans,28,Wests Tigers,12,Junior Tupou,0
15,Titans,28,Wests Tigers,12,Brandon Wakeham,0
15,Titans,28,Wests Tigers,12,Luke Brooks,0
15,Titans,28,Wests Tigers,12,Stefano Utoikamanu,0
15,Titans,28,Wests Tigers,12,Apisai Koroisau captain,0
15,Titans,28,Wests Tigers,12,David Klemmer,1
15,Titans,28,Wests Tigers,12,Isaiah Papali'i,0
15,Titans,28,Wests Tigers,12,John Bateman,0
15,Titans,28,Wests Tigers,12,Shawn Blore,0
