Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
12,Bulldogs,20,Titans,18,Hayze Perham,0
12,Bulldogs,20,Titans,18,Jacob Kiraz,1
12,Bulldogs,20,Titans,18,Jake Averillo,1
12,Bulldogs,20,Titans,18,Paul Alamoti,0
12,Bulldogs,20,Titans,18,Josh Addo-Carr,1
12,Bulldogs,20,Titans,18,Karl Oloapu,0
12,Bulldogs,20,Titans,18,Matt Burton captain,0
12,Bulldogs,20,Titans,18,Max King,0
12,Bulldogs,20,Titans,18,Reed Mahoney,0
12,Bulldogs,20,Titans,18,Tevita Pangai Junior,0
12,Bulldogs,20,Titans,18,Corey Waddell,0
12,Bulldogs,20,Titans,18,Jacob Preston,0
12,Bulldogs,20,Titans,18,Samuel Hughes,0
12,Bulldogs,20,Titans,18,Jayden Campbell,0
12,Bulldogs,20,Titans,18,Jojo Fifita,0
12,Bulldogs,20,Titans,18,Brian Kelly,0
12,Bulldogs,20,Titans,18,Aaron Schoupp,0
12,Bulldogs,20,Titans,18,Phillip Sami,1
12,Bulldogs,20,Titans,18,Kieran Foran,0
12,Bulldogs,20,Titans,18,Tanah Boyd,0
12,Bulldogs,20,Titans,18,Moeaki Fotuaika,0
12,Bulldogs,20,Titans,18,Chris Randall,0
12,Bulldogs,20,Titans,18,Tino Fa'asuamaleaui captain,0
12,Bulldogs,20,Titans,18,David Fifita,1
12,Bulldogs,20,Titans,18,Joe Stimson,1
12,Bulldogs,20,Titans,18,Isaac Liu,0
