Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Daine Laurie,1,Fullback,80,0,0,0,0,0,0.0,0,0,48,19,191,90,41,0,0,0,0,6,1,0,3.31,1,6,0,2,4,9,32,0.47,100.0,7,0,0,0,4,1,21,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,80,0
David Nofoaluma,2,Winger,80,0,0,0,0,0,0.0,0,0,34,17,131,11,24,0,0,0,0,2,0,0,2.64,1,3,0,5,0,4,23,0.24,75.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Brent Naden,3,Centre,80,0,0,0,0,0,0.0,0,0,8,12,117,29,27,0,0,0,0,2,0,0,3.68,0,0,0,0,0,3,15,0.25,60.0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Tommy Talau,4,Centre,36,0,0,0,0,0,0.0,0,0,2,6,38,0,6,0,0,0,0,1,0,0,2.97,0,0,0,0,0,2,6,0.33,62.5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,36,0
Charlie Staines,5,Winger,80,0,0,0,0,0,0.0,0,0,27,14,146,0,38,0,0,0,0,3,0,0,3.2,1,2,0,1,1,8,18,0.57,71.43,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Adam Doueihi,6,Five-Eighth,80,4,0,2,2,0,100.0,0,0,51,16,135,0,23,0,0,0,0,7,0,0,4.13,1,13,0,1,1,37,51,2.31,86.96,20,3,0,0,1,6,179,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Luke Brooks,7,Halfback,80,0,0,0,0,0,0.0,0,0,55,13,125,0,5,1,0,0,0,0,0,0,3.56,0,0,1,0,7,34,48,2.62,88.89,24,3,0,0,1,5,181,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Stefano Utoikamanu,8,Prop,58,4,1,0,0,0,0.0,0,0,52,13,134,0,41,1,0,0,0,1,13,0,3.39,0,0,0,0,0,1,16,0.08,93.02,40,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,1,0,0,0,27,30
Apisai Koroisau,9,Hooker,68,0,0,0,0,0,0.0,0,0,54,14,108,0,19,0,1,1,0,1,4,0,3.96,10,83,0,2,3,100,109,7.14,91.49,43,4,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,46,21
David Klemmer,10,Prop,56,0,0,0,0,0,0.0,0,0,42,11,97,0,39,0,0,0,0,0,11,0,3.34,0,0,0,0,0,6,17,0.55,96.67,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6
Isaiah Papali'i,11,2nd Row,80,0,0,0,0,0,0.0,0,0,50,13,135,0,45,0,1,0,0,0,12,0,3.36,0,0,0,0,1,6,18,0.46,87.88,29,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,80,0
Joe Ofahengaue,13,Lock,35,0,0,0,0,0,0.0,0,0,39,10,75,0,17,0,0,0,0,2,8,0,3.81,0,0,0,1,4,9,17,0.9,96.3,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15
Jake Simpkin,14,Interchange,18,0,0,0,0,0,0.0,0,0,10,2,1,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,16,19,8.0,92.31,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,17,0
