Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
12,Wests Tigers,66,Cowboys,18,Jahream Bula,1
12,Wests Tigers,66,Cowboys,18,David Nofoaluma,2
12,Wests Tigers,66,Cowboys,18,Starford To'a,2
12,Wests Tigers,66,Cowboys,18,Tommy Talau,0
12,Wests Tigers,66,Cowboys,18,Junior Tupou,2
12,Wests Tigers,66,Cowboys,18,Brandon Wakeham,0
12,Wests Tigers,66,Cowboys,18,Luke Brooks,0
12,Wests Tigers,66,Cowboys,18,Stefano Utoikamanu,1
12,Wests Tigers,66,Cowboys,18,Apisai Koroisau captain,0
12,Wests Tigers,66,Cowboys,18,David Klemmer,0
12,Wests Tigers,66,Cowboys,18,Isaiah Papali'i,0
12,Wests Tigers,66,Cowboys,18,John Bateman,1
12,Wests Tigers,66,Cowboys,18,Joe Ofahengaue,0
12,Wests Tigers,66,Cowboys,18,Scott Drinkwater,0
12,Wests Tigers,66,Cowboys,18,Kyle Feldt,1
12,Wests Tigers,66,Cowboys,18,Valentine Holmes,0
12,Wests Tigers,66,Cowboys,18,Peta Hiku,0
12,Wests Tigers,66,Cowboys,18,Murray Taulagi,0
12,Wests Tigers,66,Cowboys,18,Tom Dearden,0
12,Wests Tigers,66,Cowboys,18,Chad Townsend captain,0
12,Wests Tigers,66,Cowboys,18,Jordan McLean,0
12,Wests Tigers,66,Cowboys,18,Reece Robson,0
12,Wests Tigers,66,Cowboys,18,Coen Hess,0
12,Wests Tigers,66,Cowboys,18,Heilum Luki,0
12,Wests Tigers,66,Cowboys,18,Luciano Leilua,0
12,Wests Tigers,66,Cowboys,18,Reuben Cotter,1
