Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
12,Broncos,4,Panthers,15,Reece Walsh,0
12,Broncos,4,Panthers,15,Jesse Arthars,0
12,Broncos,4,Panthers,15,Kotoni Staggs,0
12,Broncos,4,Panthers,15,Herbie Farnworth,0
12,Broncos,4,Panthers,15,Selwyn Cobbo,1
12,Broncos,4,Panthers,15,Ezra Mam,0
12,Broncos,4,Panthers,15,Jock Madden,0
12,Broncos,4,Panthers,15,Thomas Flegler,0
12,Broncos,4,Panthers,15,Billy Walters,0
12,Broncos,4,Panthers,15,Payne Haas,0
12,Broncos,4,Panthers,15,Kurt Capewell captain,0
12,Broncos,4,Panthers,15,Jordan Riki,0
12,Broncos,4,Panthers,15,Patrick Carrigan,0
12,Broncos,4,Panthers,15,Dylan Edwards,0
12,Broncos,4,Panthers,15,Sunia Turuva,1
12,Broncos,4,Panthers,15,Tyrone Peachey,0
12,Broncos,4,Panthers,15,Stephen Crichton,0
12,Broncos,4,Panthers,15,Brian To'o,0
12,Broncos,4,Panthers,15,Jarome Luai,0
12,Broncos,4,Panthers,15,Nathan Cleary captain,0
12,Broncos,4,Panthers,15,Moses Leota,0
12,Broncos,4,Panthers,15,Mitch Kenny,0
12,Broncos,4,Panthers,15,James Fisher-Harris,0
12,Broncos,4,Panthers,15,Scott Sorensen,0
12,Broncos,4,Panthers,15,Zac Hosking,0
12,Broncos,4,Panthers,15,Isaah Yeo,0
