Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
10,Titans,26,Eels,24,Jayden Campbell,0
10,Titans,26,Eels,24,Alofiana Khan-Pereira,2
10,Titans,26,Eels,24,Brian Kelly,1
10,Titans,26,Eels,24,Jojo Fifita,0
10,Titans,26,Eels,24,Phillip Sami,0
10,Titans,26,Eels,24,Kieran Foran,2
10,Titans,26,Eels,24,Tanah Boyd,0
10,Titans,26,Eels,24,Moeaki Fotuaika,0
10,Titans,26,Eels,24,Chris Randall,0
10,Titans,26,Eels,24,Tino Fa'asuamaleaui captain,0
10,Titans,26,Eels,24,David Fifita,0
10,Titans,26,Eels,24,Joe Stimson,0
10,Titans,26,Eels,24,Isaac Liu,0
10,Titans,26,Eels,24,Clinton Gutherson captain,0
10,Titans,26,Eels,24,Maika Sivo,3
10,Titans,26,Eels,24,Will Penisini,0
10,Titans,26,Eels,24,Bailey Simonsson,0
10,Titans,26,Eels,24,Haze Dunster,0
10,Titans,26,Eels,24,Dylan Brown,0
10,Titans,26,Eels,24,Mitchell Moses,0
10,Titans,26,Eels,24,Wiremu Greig,0
10,Titans,26,Eels,24,Josh Hodgson,0
10,Titans,26,Eels,24,Junior Paulo,0
10,Titans,26,Eels,24,Shaun Lane,0
10,Titans,26,Eels,24,Andrew Davey,1
10,Titans,26,Eels,24,J'maine Hopgood,0
